Age,GC,GC-Time,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
23.0,116,+15:49,98.0,Cobo Juan Jose,116,Saunier Duval - Prodir,",, 15:49",+15:39,\u25bc18,2,2005
24.0,117,+15:49,103.0,Urweider Sascha,117,Phonak Hearing Systems,",, 15:49",+15:39,\u25bc14,2,2005
24.0,118,+15:49,95.0,Riblon Christophe,118,AG2R Pr\xe9voyance,",, 15:49",+15:39,\u25bc23,2,2005
31.0,119,+15:49,124.0,McCartney Jason,119,Discovery Channel,",, 15:49",+15:39,\u25b25,2,2005
25.0,120,+15:49,97.0,Muravyev Dmitriy,120,Cr\xe9dit Agricole,",, 15:49",+15:39,\u25bc23,2,2005
35.0,121,+15:49,120.0,Milesi Marco,121,Liquigas,",, 15:49",+15:39,\u25bc1,2,2005
,122,+15:49,123.0,Van Oord Rene,122,,",, 15:49",+15:39,\u25b21,2,2005
41.0,123,+15:49,125.0,Carter Michael,123,,",, 15:49",+15:39,\u25b22,2,2005
25.0,124,+15:49,108.0,Bertogliati Rubens,124,Saunier Duval - Prodir,",, 15:49",+15:39,\u25bc16,2,2005
30.0,125,+15:49,127.0,Ljungqvist Marcus,125,Liquigas,",, 15:49",+15:39,\u25b22,2,2005
36.0,126,+15:49,112.0,Zanini Stefano,126,Quickstep - Innergetic,",, 15:49",+15:39,\u25bc14,2,2005
25.0,127,+15:49,114.0,Voeckler Thomas,127,Bouygues Telecom,",, 15:49",+15:39,\u25bc13,2,2005
21.0,128,+17:06,129.0,Abduljanan Khalil,128,,17:06 17:06,+15:39,\u25b21,2,2005
35.0,1,+0:00,12.0,Michaelsen Lars,1,CSC ProTeam,11:50:23 11:50:23,+0:00,\u25b211,3,2005
20.0,2,+1:14,25.0,Breschel Matti,2,CSC ProTeam,1:14 1:14,+0:10,\u25b223,3,2005
32.0,3,+1:28,3.0,Guidi Fabrizio,3,CSC ProTeam,1:28 1:28,+1:34,-,3,2005
31.0,4,+1:36,8.0,Rodriguez Fred,4,Davitamon - Lotto,1:36 1:36,+1:36,\u25b24,3,2005
24.0,5,+5:27,1.0,Boonen Tom,5,Quickstep - Innergetic,5:27 5:27,+5:47,\u25bc4,3,2005
32.0,6,+5:41,5.0,McEwen Robbie,6,Davitamon - Lotto,5:41 5:41,+5:45,\u25bc1,3,2005
27.0,7,+5:43,6.0,Tjallingii Maarten,7,,5:43 5:43,+5:47,\u25bc1,3,2005
25.0,8,+8:17,67.0,Eriksen Thomas bruun,8,CSC ProTeam,8:17 8:17,+1:36,\u25b259,3,2005
35.0,9,+8:17,69.0,Lombardi Giovanni,9,CSC ProTeam,",, 8:17",+1:36,\u25b260,3,2005
25.0,10,+12:25,46.0,Bak Lars Ytting,10,CSC ProTeam,12:25 12:25,+5:44,\u25b236,3,2005
25.0,11,+12:30,44.0,Quinziato Manuel,11,Saunier Duval - Prodir,12:30 12:30,+5:49,\u25b233,3,2005
25.0,12,+12:30,53.0,Devolder Stijn,12,Discovery Channel,",, 12:30",+5:49,\u25b241,3,2005
32.0,13,+12:30,65.0,Merckx Axel,13,Davitamon - Lotto,",, 12:30",+5:49,\u25b252,3,2005
30.0,14,+12:30,68.0,B\xe4ckstedt Magnus,14,Liquigas,",, 12:30",+5:49,\u25b254,3,2005
30.0,15,+16:59,125.0,Ljungqvist Marcus,15,Liquigas,16:59 16:59,+1:30,\u25b2110,3,2005
23.0,16,+21:18,112.0,Mangel Laurent,16,AG2R Pr\xe9voyance,21:18 21:18,+5:49,\u25b296,3,2005
25.0,17,+32:08,4.0,Bos Marco,17,Shimano - Memory Corp,32:08 32:08,+32:14,\u25bc13,3,2005
27.0,18,+32:08,2.0,Hunter Robert,18,Phonak Hearing Systems,",, 32:08",+32:14,\u25bc16,3,2005
22.0,19,+32:14,7.0,Mondory Lloyd,19,AG2R Pr\xe9voyance,32:14 32:14,+32:14,\u25bc12,3,2005
24.0,20,+32:14,10.0,Baumann Eric,20,T-Mobile Team,",, 32:14",+32:14,\u25bc10,3,2005
25.0,21,+32:14,9.0,Clerc Aur\xe9lien,21,Phonak Hearing Systems,",, 32:14",+32:14,\u25bc12,3,2005
24.0,22,+32:14,14.0,Martias Rony,22,Bouygues Telecom,",, 32:14",+32:14,\u25bc8,3,2005
26.0,23,+32:14,13.0,Flickinger Andy,23,AG2R Pr\xe9voyance,",, 32:14",+32:14,\u25bc10,3,2005
31.0,24,+32:14,11.0,Jalabert Nicolas,24,Phonak Hearing Systems,",, 32:14",+32:14,\u25bc13,3,2005
27.0,25,+32:16,15.0,Kaggestad Mads,25,Cr\xe9dit Agricole,32:16 32:16,+32:14,\u25bc10,3,2005
28.0,26,+32:18,17.0,Cretskens Wilfried,26,Quickstep - Innergetic,32:18 32:18,+32:14,\u25bc9,3,2005
29.0,27,+32:18,16.0,Trentin Guido,27,Cofidis,",, 32:18",+32:14,\u25bc11,3,2005
23.0,28,+32:18,18.0,Stubbe Tom,28,Chocolade Jacques - T Interim,",, 32:18",+32:14,\u25bc10,3,2005
24.0,29,+32:30,19.0,Nuyens Nick,29,Quickstep - Innergetic,32:30 32:30,+32:14,\u25bc10,3,2005
33.0,30,+32:40,20.0,Knaven Servais,30,Quickstep - Innergetic,32:40 32:40,+32:14,\u25bc10,3,2005
26.0,31,+32:47,21.0,Hulsmans Kevin,31,Quickstep - Innergetic,32:47 32:47,+32:14,\u25bc10,3,2005
37.0,32,+33:12,22.0,Cipollini Mario,32,Liquigas,33:12 33:12,+32:14,\u25bc10,3,2005
22.0,33,+33:18,24.0,Vaitkus Tomas,33,AG2R Pr\xe9voyance,33:18 33:18,+32:14,\u25bc9,3,2005
31.0,34,+33:18,23.0,Hammond Roger,34,Discovery Channel,",, 33:18",+32:14,\u25bc11,3,2005
33.0,35,+33:18,27.0,van Bon L\xe9on,35,Davitamon - Lotto,",, 33:18",+32:14,\u25bc8,3,2005
22.0,36,+34:11,28.0,Greipel Andr\xe9,36,Team Wiesenhof,34:11 34:11,+30:25,\u25bc8,3,2005
22.0,37,+36:00,29.0,Ghyllebert Pieter,37,Chocolade Jacques - T Interim,36:00 36:00,+32:14,\u25bc8,3,2005
38.0,38,+36:00,30.0,Tafi Andrea,38,Saunier Duval - Prodir,",, 36:00",+32:14,\u25bc8,3,2005
24.0,39,+37:00,71.0,ten Dam Laurens,39,Shimano - Memory Corp,37:00 37:00,+30:05,\u25b232,3,2005
24.0,40,+37:06,48.0,de Schrooder Benny,40,Chocolade Jacques - T Interim,37:06 37:06,+30:25,\u25b28,3,2005
24.0,41,+38:54,31.0,Schr\xf6der Bjorn,41,Team Wiesenhof,38:54 38:54,+32:14,\u25bc10,3,2005
37.0,42,+38:55,32.0,Kemna Rudi,42,Shimano - Memory Corp,38:55 38:55,+32:14,\u25bc10,3,2005
23.0,43,+38:55,33.0,van Mechelen Wouter,43,Chocolade Jacques - T Interim,",, 38:55",+32:14,\u25bc10,3,2005
23.0,44,+38:55,39.0,Hovelijnck Kurt,44,Chocolade Jacques - T Interim,",, 38:55",+32:14,\u25bc5,3,2005
31.0,45,+38:55,36.0,Zanotti Marco,45,Liquigas,",, 38:55",+32:14,\u25bc9,3,2005
23.0,46,+38:55,43.0,Kohl Bernhard,46,T-Mobile Team,",, 38:55",+32:14,\u25bc3,3,2005
22.0,47,+38:55,38.0,Ventoso Francisco,47,Saunier Duval - Prodir,",, 38:55",+32:14,\u25bc9,3,2005
31.0,48,+38:55,37.0,Korff Andre,48,T-Mobile Team,",, 38:55",+32:14,\u25bc11,3,2005
34.0,49,+38:55,40.0,Vierhouten Aart,49,Davitamon - Lotto,",, 38:55",+32:14,\u25bc9,3,2005
26.0,50,+38:55,35.0,van Speybroeck Wesley,50,Chocolade Jacques - T Interim,",, 38:55",+32:14,\u25bc15,3,2005
27.0,51,+38:55,34.0,Usov Alexandre,51,AG2R Pr\xe9voyance,",, 38:55",+32:14,\u25bc17,3,2005
22.0,52,+38:55,56.0,Wynants Maarten,52,Chocolade Jacques - T Interim,",, 38:55",+32:14,\u25b24,3,2005
23.0,53,+38:55,64.0,Knees Christian,53,Team Wiesenhof,",, 38:55",+32:14,\u25b211,3,2005
28.0,54,+38:55,49.0,Putsep Erki,54,AG2R Pr\xe9voyance,",, 38:55",+32:14,\u25bc5,3,2005
31.0,55,+38:55,59.0,van Heeswijk Max,55,Discovery Channel,",, 38:55",+32:14,\u25b24,3,2005
24.0,56,+38:55,41.0,Kashechkin Andrey,56,Cr\xe9dit Agricole,",, 38:55",+32:14,\u25bc15,3,2005
24.0,57,+38:55,52.0,Ravaioli Ivan,57,Saunier Duval - Prodir,",, 38:55",+32:14,\u25bc5,3,2005
27.0,58,+38:55,45.0,Furlan Angelo,58,Domina Vacanze,",, 38:55",+32:14,\u25bc13,3,2005
33.0,59,+38:55,63.0,Loda Nicola,59,Liquigas,",, 38:55",+32:14,\u25b24,3,2005
23.0,60,+38:55,42.0,Caethoven Steven,60,Chocolade Jacques - T Interim,",, 38:55",+32:14,\u25bc18,3,2005
32.0,61,+38:55,57.0,Roesems Bert,61,Davitamon - Lotto,",, 38:55",+32:14,\u25bc4,3,2005
21.0,62,+38:55,55.0,Burghardt Marcus,62,T-Mobile Team,",, 38:55",+32:14,\u25bc7,3,2005
33.0,63,+38:55,54.0,Mattan Nico,63,Davitamon - Lotto,",, 38:55",+32:14,\u25bc9,3,2005
29.0,64,+38:55,51.0,Ludewig Jorg,64,Domina Vacanze,",, 38:55",+32:14,\u25bc13,3,2005
30.0,65,+38:55,62.0,Sironi Gianluca,65,Liquigas,",, 38:55",+32:14,\u25bc3,3,2005
30.0,66,+38:55,61.0,MAINGUENAUD Fr\xe9d\xe9ric,66,Bouygues Telecom,",, 38:55",+32:14,\u25bc5,3,2005
23.0,67,+38:55,66.0,Gene Yohann,67,Bouygues Telecom,",, 38:55",+32:14,\u25bc1,3,2005
27.0,68,+38:55,58.0,Hoste Leif,68,Discovery Channel,",, 38:55",+32:14,\u25bc10,3,2005
36.0,69,+38:55,70.0,Bramati Davide,69,Quickstep - Innergetic,",, 38:55",+32:14,\u25b21,3,2005
36.0,70,+39:20,126.0,Zanini Stefano,70,Quickstep - Innergetic,39:20 39:20,+23:51,\u25b256,3,2005
21.0,71,+40:29,72.0,Musiol Daniel,71,Team Wiesenhof,40:29 40:29,+32:14,\u25b21,3,2005
32.0,72,+40:29,73.0,Andriotto Dario,72,Liquigas,",, 40:29",+32:14,\u25b21,3,2005
27.0,73,+41:39,74.0,Gobbi Michele,73,Domina Vacanze,41:39 41:39,+32:14,\u25b21,3,2005
24.0,74,+45:34,83.0,van der Wal Eelke,74,Shimano - Memory Corp,45:34 45:34,+30:05,\u25b29,3,2005
,75,+46:54,75.0,El Mohammadi Farouk,75,,46:54 46:54,+32:14,-,3,2005
,76,+47:12,76.0,Abduljaleel Ahmed,76,,47:12 47:12,+32:14,-,3,2005
31.0,77,+47:41,77.0,Reinerink Rik,77,Shimano - Memory Corp,47:41 47:41,+32:14,-,3,2005
25.0,78,+47:43,79.0,van Katwijk Alain,78,Shimano - Memory Corp,47:43 47:43,+32:14,\u25b21,3,2005
22.0,79,+47:43,82.0,Giling Bas,79,T-Mobile Team,",, 47:43",+32:14,\u25b23,3,2005
27.0,80,+47:43,84.0,Schmitz Bram,80,T-Mobile Team,",, 47:43",+32:14,\u25b24,3,2005
28.0,81,+47:43,80.0,Cadamuro Simone,81,Domina Vacanze,",, 47:43",+32:14,\u25bc1,3,2005
27.0,82,+47:43,78.0,Siedler Sebastian,82,Team Wiesenhof,",, 47:43",+32:14,\u25bc4,3,2005
22.0,83,+47:43,90.0,Patour Kilian,83,Cr\xe9dit Agricole,",, 47:43",+32:14,\u25b27,3,2005
27.0,84,+47:43,87.0,Esmaeili Tareq,84,,",, 47:43",+32:14,\u25b23,3,2005
25.0,85,+47:43,94.0,Herve C\xe9dric,85,Cr\xe9dit Agricole,",, 47:43",+32:14,\u25b29,3,2005
25.0,86,+47:43,98.0,Krivtsov Yuriy,86,AG2R Pr\xe9voyance,",, 47:43",+32:14,\u25b212,3,2005
22.0,87,+47:43,92.0,Portal S\xe9bastien,87,Cr\xe9dit Agricole,",, 47:43",+32:14,\u25b25,3,2005
22.0,88,+47:43,91.0,De Vocht Wim,88,Davitamon - Lotto,",, 47:43",+32:14,\u25b23,3,2005
21.0,89,+47:43,106.0,Ravard Anthony,89,Bouygues Telecom,",, 47:43",+32:14,\u25b217,3,2005
21.0,90,+47:43,95.0,Grivko Andrei,90,Domina Vacanze,",, 47:43",+32:14,\u25b25,3,2005
23.0,91,+47:43,104.0,Rapinski Viktor,91,Phonak Hearing Systems,",, 47:43",+32:14,\u25b213,3,2005
,92,+47:43,81.0,Ulzii-orshikh Jamsran,92,,",, 47:43",+32:14,\u25bc11,3,2005
25.0,93,+47:43,89.0,Rast Gregory,93,Phonak Hearing Systems,",, 47:43",+32:14,\u25bc4,3,2005
29.0,94,+47:43,88.0,Joachim Benoit,94,Discovery Channel,",, 47:43",+32:14,\u25bc6,3,2005
27.0,95,+47:43,100.0,Obst Rene,95,Team Wiesenhof,",, 47:43",+32:14,\u25b25,3,2005
29.0,96,+47:43,86.0,Ivanov Serguei,96,T-Mobile Team,",, 47:43",+32:14,\u25bc10,3,2005
29.0,97,+47:43,102.0,Botcharov Alexandre,97,Cr\xe9dit Agricole,",, 47:43",+32:14,\u25b25,3,2005
28.0,98,+47:43,108.0,Pinotti Marco,98,Saunier Duval - Prodir,",, 47:43",+32:14,\u25b210,3,2005
24.0,99,+47:43,115.0,Pollock Rhys,99,,",, 47:43",+32:14,\u25b216,3,2005
28.0,100,+47:43,101.0,Roberts Luke,100,CSC ProTeam,",, 47:43",+32:14,\u25b21,3,2005
23.0,101,+47:43,99.0,Schumacher Stefan,101,Shimano - Memory Corp,",, 47:43",+32:14,\u25bc2,3,2005
27.0,102,+47:43,110.0,Zampieri Steve,102,Phonak Hearing Systems,",, 47:43",+32:14,\u25b28,3,2005
30.0,103,+47:43,93.0,Mikhailov Guennady,103,Discovery Channel,",, 47:43",+32:14,\u25bc10,3,2005
23.0,104,+47:43,116.0,Cobo Juan Jose,104,Saunier Duval - Prodir,",, 47:43",+32:14,\u25b212,3,2005
29.0,105,+47:43,103.0,Murn Uros,105,Phonak Hearing Systems,",, 47:43",+32:14,\u25bc2,3,2005
,106,+47:43,97.0,Hollands Edmund,106,,",, 47:43",+32:14,\u25bc9,3,2005
24.0,107,+47:43,105.0,Kern Christophe,107,Bouygues Telecom,",, 47:43",+32:14,\u25bc2,3,2005
25.0,108,+47:43,124.0,Bertogliati Rubens,108,Saunier Duval - Prodir,",, 47:43",+32:14,\u25b216,3,2005
22.0,109,+47:43,111.0,Visconti Giovanni,109,Domina Vacanze,",, 47:43",+32:14,\u25b22,3,2005
27.0,110,+47:43,107.0,Nuritdinov Rafael,110,Domina Vacanze,",, 47:43",+32:14,\u25bc3,3,2005
,111,+47:43,122.0,Van Oord Rene,111,,",, 47:43",+32:14,\u25b211,3,2005
24.0,112,+47:43,114.0,Hesjedal Ryder,112,Discovery Channel,",, 47:43",+32:14,\u25b22,3,2005
35.0,113,+47:43,109.0,Hoffman Tristan,113,CSC ProTeam,",, 47:43",+32:14,\u25bc4,3,2005
30.0,114,+47:43,113.0,Nazon Damien,114,Cr\xe9dit Agricole,",, 47:43",+32:14,\u25bc1,3,2005
24.0,115,+47:43,117.0,Urweider Sascha,115,Phonak Hearing Systems,",, 47:43",+32:14,\u25b22,3,2005
25.0,116,+47:43,120.0,Muravyev Dmitriy,116,Cr\xe9dit Agricole,",, 47:43",+32:14,\u25b24,3,2005
24.0,117,+47:43,118.0,Riblon Christophe,117,AG2R Pr\xe9voyance,",, 47:43",+32:14,\u25b21,3,2005
35.0,118,+47:43,121.0,Milesi Marco,118,Liquigas,",, 47:43",+32:14,\u25b23,3,2005
31.0,119,+47:43,119.0,McCartney Jason,119,Discovery Channel,",, 47:43",+32:14,-,3,2005
41.0,120,+47:43,123.0,Carter Michael,120,,",, 47:43",+32:14,\u25b23,3,2005
25.0,121,+47:43,127.0,Voeckler Thomas,121,Bouygues Telecom,",, 47:43",+32:14,\u25b26,3,2005
21.0,122,+49:00,128.0,Abduljanan Khalil,122,,49:00 49:00,+32:14,\u25b26,3,2005
35.0,1,+0:00,1.0,Michaelsen Lars,1,CSC ProTeam,15:22:00 15:22:00,+0:00,-,4,2005
20.0,2,+1:14,2.0,Breschel Matti,2,CSC ProTeam,1:14 1:14,+0:00,-,4,2005
32.0,3,+1:28,3.0,Guidi Fabrizio,3,CSC ProTeam,1:28 1:28,+0:00,-,4,2005
24.0,4,+5:21,5.0,Boonen Tom,4,Quickstep - Innergetic,5:21 5:21,+-1:54,\u25b21,4,2005
27.0,5,+5:43,7.0,Tjallingii Maarten,5,,5:43 5:43,+0:00,\u25b22,4,2005
25.0,6,+8:50,8.0,Eriksen Thomas bruun,6,CSC ProTeam,8:50 8:50,+0:33,\u25b22,4,2005
35.0,7,+8:50,9.0,Lombardi Giovanni,7,CSC ProTeam,",, 8:50",+0:33,\u25b22,4,2005
30.0,8,+12:27,14.0,B\xe4ckstedt Magnus,8,Liquigas,12:27 12:27,+-1:57,\u25b26,4,2005
25.0,9,+12:30,11.0,Quinziato Manuel,9,Saunier Duval - Prodir,12:30 12:30,+0:00,\u25b22,4,2005
25.0,10,+32:06,17.0,Bos Marco,10,Shimano - Memory Corp,32:06 32:06,+-1:58,\u25b27,4,2005
27.0,11,+32:08,18.0,Hunter Robert,11,Phonak Hearing Systems,32:08 32:08,+0:00,\u25b27,4,2005
22.0,12,+32:14,19.0,Mondory Lloyd,12,AG2R Pr\xe9voyance,32:14 32:14,+0:00,\u25b27,4,2005
25.0,13,+32:14,21.0,Clerc Aur\xe9lien,13,Phonak Hearing Systems,",, 32:14",+0:00,\u25b28,4,2005
24.0,14,+32:14,22.0,Martias Rony,14,Bouygues Telecom,",, 32:14",+0:00,\u25b28,4,2005
26.0,15,+32:14,23.0,Flickinger Andy,15,AG2R Pr\xe9voyance,",, 32:14",+0:00,\u25b28,4,2005
28.0,16,+32:18,26.0,Cretskens Wilfried,16,Quickstep - Innergetic,32:18 32:18,+0:00,\u25b210,4,2005
23.0,17,+32:18,28.0,Stubbe Tom,17,Chocolade Jacques - T Interim,",, 32:18",+0:00,\u25b211,4,2005
29.0,18,+32:31,27.0,Trentin Guido,18,Cofidis,32:31 32:31,+0:13,\u25b29,4,2005
37.0,19,+32:59,32.0,Cipollini Mario,19,Liquigas,32:59 32:59,+-1:47,\u25b213,4,2005
31.0,20,+33:05,4.0,Rodriguez Fred,20,Davitamon - Lotto,33:05 33:05,+31:29,\u25bc16,4,2005
33.0,21,+33:22,30.0,Knaven Servais,21,Quickstep - Innergetic,33:22 33:22,+0:42,\u25b29,4,2005
26.0,22,+35:16,31.0,Hulsmans Kevin,22,Quickstep - Innergetic,35:16 35:16,+2:29,\u25b29,4,2005
38.0,23,+36:00,38.0,Tafi Andrea,23,Saunier Duval - Prodir,36:00 36:00,+0:00,\u25b215,4,2005
24.0,24,+37:06,40.0,de Schrooder Benny,24,Chocolade Jacques - T Interim,37:06 37:06,+0:00,\u25b216,4,2005
32.0,25,+37:10,6.0,McEwen Robbie,25,Davitamon - Lotto,37:10 37:10,+31:29,\u25bc19,4,2005
24.0,26,+37:37,39.0,ten Dam Laurens,26,Shimano - Memory Corp,37:37 37:37,+0:37,\u25b213,4,2005
34.0,27,+38:51,49.0,Vierhouten Aart,27,Davitamon - Lotto,38:51 38:51,+-1:56,\u25b222,4,2005
37.0,28,+38:53,42.0,Kemna Rudi,28,Shimano - Memory Corp,38:53 38:53,+-1:58,\u25b214,4,2005
24.0,29,+38:54,41.0,Schr\xf6der Bjorn,29,Team Wiesenhof,38:54 38:54,+0:00,\u25b212,4,2005
27.0,30,+38:54,51.0,Usov Alexandre,30,AG2R Pr\xe9voyance,",, 38:54",+-1:59,\u25b221,4,2005
22.0,31,+38:55,47.0,Ventoso Francisco,31,Saunier Duval - Prodir,38:55 38:55,+0:00,\u25b216,4,2005
31.0,32,+38:55,45.0,Zanotti Marco,32,Liquigas,",, 38:55",+0:00,\u25b213,4,2005
28.0,33,+38:55,54.0,Putsep Erki,33,AG2R Pr\xe9voyance,",, 38:55",+0:00,\u25b221,4,2005
27.0,34,+38:55,58.0,Furlan Angelo,34,Domina Vacanze,",, 38:55",+0:00,\u25b224,4,2005
24.0,35,+38:55,56.0,Kashechkin Andrey,35,Cr\xe9dit Agricole,",, 38:55",+0:00,\u25b221,4,2005
21.0,36,+38:55,62.0,Burghardt Marcus,36,T-Mobile Team,",, 38:55",+0:00,\u25b226,4,2005
33.0,37,+38:55,63.0,Mattan Nico,37,Davitamon - Lotto,",, 38:55",+0:00,\u25b226,4,2005
33.0,38,+39:16,59.0,Loda Nicola,38,Liquigas,39:16 39:16,+0:21,\u25b221,4,2005
36.0,39,+39:43,69.0,Bramati Davide,39,Quickstep - Innergetic,39:43 39:43,+0:48,\u25b230,4,2005
21.0,40,+40:29,71.0,Musiol Daniel,40,Team Wiesenhof,40:29 40:29,+0:00,\u25b231,4,2005
32.0,41,+41:09,72.0,Andriotto Dario,41,Liquigas,41:09 41:09,+0:40,\u25b231,4,2005
25.0,42,+43:54,10.0,Bak Lars Ytting,42,CSC ProTeam,43:54 43:54,+31:29,\u25bc32,4,2005
25.0,43,+43:59,12.0,Devolder Stijn,43,Discovery Channel,43:59 43:59,+31:29,\u25bc31,4,2005
32.0,44,+43:59,13.0,Merckx Axel,44,Davitamon - Lotto,",, 43:59",+31:29,\u25bc31,4,2005
24.0,45,+47:39,57.0,Ravaioli Ivan,45,Saunier Duval - Prodir,47:39 47:39,+8:44,\u25b212,4,2005
31.0,46,+47:41,77.0,Reinerink Rik,46,Shimano - Memory Corp,47:41 47:41,+0:00,\u25b231,4,2005
30.0,47,+47:42,114.0,Nazon Damien,47,Cr\xe9dit Agricole,47:42 47:42,+-1:59,\u25b267,4,2005
22.0,48,+47:43,79.0,Giling Bas,48,T-Mobile Team,47:43 47:43,+0:00,\u25b231,4,2005
25.0,49,+47:43,86.0,Krivtsov Yuriy,49,AG2R Pr\xe9voyance,",, 47:43",+0:00,\u25b237,4,2005
22.0,50,+47:43,87.0,Portal S\xe9bastien,50,Cr\xe9dit Agricole,",, 47:43",+0:00,\u25b237,4,2005
29.0,51,+47:43,94.0,Joachim Benoit,51,Discovery Channel,",, 47:43",+0:00,\u25b243,4,2005
29.0,52,+47:43,96.0,Ivanov Serguei,52,T-Mobile Team,",, 47:43",+0:00,\u25b244,4,2005
25.0,53,+47:43,93.0,Rast Gregory,53,Phonak Hearing Systems,",, 47:43",+0:00,\u25b240,4,2005
23.0,54,+47:43,91.0,Rapinski Viktor,54,Phonak Hearing Systems,",, 47:43",+0:00,\u25b237,4,2005
30.0,55,+47:43,103.0,Mikhailov Guennady,55,Discovery Channel,",, 47:43",+0:00,\u25b248,4,2005
22.0,56,+47:43,109.0,Visconti Giovanni,56,Domina Vacanze,",, 47:43",+0:00,\u25b253,4,2005
24.0,57,+47:43,117.0,Riblon Christophe,57,AG2R Pr\xe9voyance,",, 47:43",+0:00,\u25b260,4,2005
25.0,58,+47:43,121.0,Voeckler Thomas,58,Bouygues Telecom,",, 47:43",+0:00,\u25b263,4,2005
29.0,59,+48:07,105.0,Murn Uros,59,Phonak Hearing Systems,48:07 48:07,+0:24,\u25b246,4,2005
24.0,60,+48:09,115.0,Urweider Sascha,60,Phonak Hearing Systems,48:09 48:09,+0:26,\u25b255,4,2005
30.0,61,+48:28,15.0,Ljungqvist Marcus,61,Liquigas,48:28 48:28,+31:29,\u25bc46,4,2005
35.0,62,+50:12,113.0,Hoffman Tristan,62,CSC ProTeam,50:12 50:12,+2:29,\u25b251,4,2005
27.0,63,+50:23,73.0,Gobbi Michele,63,Domina Vacanze,50:23 50:23,+8:44,\u25b210,4,2005
23.0,64,+52:47,16.0,Mangel Laurent,64,AG2R Pr\xe9voyance,52:47 52:47,+31:29,\u25bc48,4,2005
27.0,65,+56:27,102.0,Zampieri Steve,65,Phonak Hearing Systems,56:27 56:27,+8:44,\u25b237,4,2005
23.0,66,+56:27,104.0,Cobo Juan Jose,66,Saunier Duval - Prodir,",, 56:27",+8:44,\u25b238,4,2005
24.0,67,+1:03:43,20.0,Baumann Eric,67,T-Mobile Team,1:03:43 1:03:43,+31:29,\u25bc47,4,2005
31.0,68,+1:03:43,24.0,Jalabert Nicolas,68,Phonak Hearing Systems,",, 1:03:43",+31:29,\u25bc44,4,2005
27.0,69,+1:03:45,25.0,Kaggestad Mads,69,Cr\xe9dit Agricole,1:03:45 1:03:45,+31:29,\u25bc44,4,2005
24.0,70,+1:03:59,29.0,Nuyens Nick,70,Quickstep - Innergetic,1:03:59 1:03:59,+31:29,\u25bc41,4,2005
31.0,71,+1:04:47,34.0,Hammond Roger,71,Discovery Channel,1:04:47 1:04:47,+31:29,\u25bc37,4,2005
22.0,72,+1:04:47,33.0,Vaitkus Tomas,72,AG2R Pr\xe9voyance,",, 1:04:47",+31:29,\u25bc39,4,2005
33.0,73,+1:04:47,35.0,van Bon L\xe9on,73,Davitamon - Lotto,",, 1:04:47",+31:29,\u25bc38,4,2005
22.0,74,+1:05:40,36.0,Greipel Andr\xe9,74,Team Wiesenhof,1:05:40 1:05:40,+31:29,\u25bc38,4,2005
22.0,75,+1:07:29,37.0,Ghyllebert Pieter,75,Chocolade Jacques - T Interim,1:07:29 1:07:29,+31:29,\u25bc38,4,2005
23.0,76,+1:10:24,43.0,van Mechelen Wouter,76,Chocolade Jacques - T Interim,1:10:24 1:10:24,+31:29,\u25bc33,4,2005
23.0,77,+1:10:24,44.0,Hovelijnck Kurt,77,Chocolade Jacques - T Interim,",, 1:10:24",+31:29,\u25bc33,4,2005
23.0,78,+1:10:24,46.0,Kohl Bernhard,78,T-Mobile Team,",, 1:10:24",+31:29,\u25bc32,4,2005
26.0,79,+1:10:24,50.0,van Speybroeck Wesley,79,Chocolade Jacques - T Interim,",, 1:10:24",+31:29,\u25bc29,4,2005
22.0,80,+1:10:24,52.0,Wynants Maarten,80,Chocolade Jacques - T Interim,",, 1:10:24",+31:29,\u25bc28,4,2005
31.0,81,+1:10:24,48.0,Korff Andre,81,T-Mobile Team,",, 1:10:24",+31:29,\u25bc33,4,2005
31.0,82,+1:10:24,55.0,van Heeswijk Max,82,Discovery Channel,",, 1:10:24",+31:29,\u25bc27,4,2005
23.0,83,+1:10:24,53.0,Knees Christian,83,Team Wiesenhof,",, 1:10:24",+31:29,\u25bc30,4,2005
23.0,84,+1:10:24,60.0,Caethoven Steven,84,Chocolade Jacques - T Interim,",, 1:10:24",+31:29,\u25bc24,4,2005
32.0,85,+1:10:24,61.0,Roesems Bert,85,Davitamon - Lotto,",, 1:10:24",+31:29,\u25bc24,4,2005
30.0,86,+1:10:24,65.0,Sironi Gianluca,86,Liquigas,",, 1:10:24",+31:29,\u25bc21,4,2005
30.0,87,+1:10:24,66.0,MAINGUENAUD Fr\xe9d\xe9ric,87,Bouygues Telecom,",, 1:10:24",+31:29,\u25bc21,4,2005
27.0,88,+1:10:24,68.0,Hoste Leif,88,Discovery Channel,",, 1:10:24",+31:29,\u25bc20,4,2005
23.0,89,+1:10:24,67.0,Gene Yohann,89,Bouygues Telecom,",, 1:10:24",+31:29,\u25bc22,4,2005
36.0,90,+1:10:49,70.0,Zanini Stefano,90,Quickstep - Innergetic,1:10:49 1:10:49,+31:29,\u25bc20,4,2005
24.0,91,+1:17:03,74.0,van der Wal Eelke,91,Shimano - Memory Corp,1:17:03 1:17:03,+31:29,\u25bc17,4,2005
,92,+1:18:23,75.0,El Mohammadi Farouk,92,,1:18:23 1:18:23,+31:29,\u25bc17,4,2005
