Age,BIB,GC,GC-Time,Prev,Rider,Rnk,Team,Time,stage,year,▼▲
24.0,67.0,126.0,+1:39:02,17.0,Stuyven Jasper,20.0,Trek - Segafredo,1:38:46 1:38:46,9,2016,▼3
22.0,75.0,139.0,+1:43:42,20.0,Enger Sondre Holst,21.0,IAM Cycling,1:43:26 1:43:26,9,2016,▼1
23.0,188.0,141.0,+1:44:03,24.0,Vakoč Petr,22.0,Etixx - Quick Step,1:43:47 1:43:47,9,2016,▲2
25.0,68.0,142.0,+1:44:15,21.0,Theuns Edward,23.0,Trek - Segafredo,1:43:59 1:43:59,9,2016,▼2
23.0,196.0,150.0,+1:47:46,22.0,Laporte Christophe,24.0,"Cofidis, Solutions Crédits",1:47:30 1:47:30,9,2016,▼2
23.0,56.0,153.0,+1:49:03,23.0,Roosen Timo,25.0,Team LottoNL-Jumbo,1:48:47 1:48:47,9,2016,▼2
23.0,53.0,174.0,+1:53:51,25.0,Groenewegen Dylan,26.0,Team LottoNL-Jumbo,1:53:35 1:53:35,9,2016,▼1
24.0,216.0,182.0,+1:55:07,27.0,McLay Daniel,27.0,Fortuneo - Vital Concept,1:54:51 1:54:51,9,2016,-
25.0,143.0,186.0,+1:58:16,28.0,Haller Marco,28.0,Team Katusha,1:58:00 1:58:00,9,2016,-
23.0,47.0,187.0,+1:59:34,29.0,Gougeard Alexis,29.0,AG2R La Mondiale,1:59:18 1:59:18,9,2016,-
23.0,209.0,2.0,+0:16,1.0,Yates Adam,1.0,ORICA-BikeExchange,49:08:36 49:08:36,10,2016,-
24.0,157.0,9.0,+0:55,2.0,Meintjes Louis,2.0,Lampre - Merida,0:39 0:39,10,2016,-
24.0,111.0,15.0,+2:51,3.0,Barguil Warren,3.0,Team Giant - Alpecin,2:35 2:35,10,2016,-
25.0,51.0,19.0,+5:28,4.0,Kelderman Wilco,4.0,Team LottoNL-Jumbo,5:12 5:12,10,2016,-
23.0,131.0,23.0,+8:48,5.0,Buchmann Emanuel,5.0,Bora - Argon 18,8:32 8:32,10,2016,-
25.0,211.0,28.0,+16:57,6.0,Sepúlveda Eduardo,6.0,Fortuneo - Vital Concept,16:41 16:41,10,2016,-
24.0,182.0,47.0,+40:37,7.0,Alaphilippe Julian,7.0,Etixx - Quick Step,40:21 40:21,10,2016,-
24.0,137.0,63.0,+57:33,8.0,Konrad Patrick,8.0,Bora - Argon 18,57:17 57:17,10,2016,-
24.0,83.0,70.0,+1:02:36,9.0,Craddock Lawson,9.0,Cannondale-Drapac Pro Cycling Team,1:02:20 1:02:20,10,2016,-
24.0,159.0,76.0,+1:07:49,10.0,Polanc Jan,10.0,Lampre - Merida,1:07:33 1:07:33,10,2016,-
24.0,156.0,90.0,+1:17:26,11.0,Grmay Tsgabu,11.0,Lampre - Merida,1:17:10 1:17:10,10,2016,-
24.0,39.0,96.0,+1:22:38,12.0,Valgren Michael,12.0,Tinkoff,1:22:22 1:22:22,10,2016,-
23.0,26.0,98.0,+1:24:48,13.0,Lutsenko Alexey,13.0,Astana Pro Team,1:24:32 1:24:32,10,2016,-
25.0,203.0,100.0,+1:25:18,17.0,Durbridge Luke,14.0,ORICA-BikeExchange,1:25:02 1:25:02,10,2016,▲3
22.0,158.0,102.0,+1:26:03,14.0,Pibernik Luka,15.0,Lampre - Merida,1:25:47 1:25:47,10,2016,▼1
25.0,102.0,104.0,+1:27:10,15.0,Berhane Natnael,16.0,Team Dimension Data,1:26:54 1:26:54,10,2016,▼1
24.0,171.0,110.0,+1:32:05,16.0,Coquard Bryan,17.0,Direct Energie,1:31:49 1:31:49,10,2016,▼1
24.0,89.0,115.0,+1:35:34,18.0,van Baarle Dylan,18.0,Cannondale-Drapac Pro Cycling Team,1:35:18 1:35:18,10,2016,-
24.0,173.0,119.0,+1:37:19,19.0,Duchesne Antoine,19.0,Direct Energie,1:37:03 1:37:03,10,2016,-
24.0,67.0,128.0,+1:39:02,20.0,Stuyven Jasper,20.0,Trek - Segafredo,1:38:46 1:38:46,10,2016,-
22.0,75.0,139.0,+1:43:42,21.0,Enger Sondre Holst,21.0,IAM Cycling,1:43:26 1:43:26,10,2016,-
24.0,188.0,141.0,+1:44:03,22.0,Vakoč Petr,22.0,Etixx - Quick Step,1:43:47 1:43:47,10,2016,-
25.0,68.0,142.0,+1:44:15,23.0,Theuns Edward,23.0,Trek - Segafredo,1:43:59 1:43:59,10,2016,-
23.0,196.0,151.0,+1:48:45,24.0,Laporte Christophe,24.0,"Cofidis, Solutions Crédits",1:48:29 1:48:29,10,2016,-
23.0,56.0,152.0,+1:49:03,25.0,Roosen Timo,25.0,Team LottoNL-Jumbo,1:48:47 1:48:47,10,2016,-
23.0,53.0,173.0,+1:53:51,26.0,Groenewegen Dylan,26.0,Team LottoNL-Jumbo,1:53:35 1:53:35,10,2016,-
24.0,216.0,184.0,+1:57:06,27.0,McLay Daniel,27.0,Fortuneo - Vital Concept,1:56:50 1:56:50,10,2016,-
23.0,47.0,185.0,+1:59:34,29.0,Gougeard Alexis,28.0,AG2R La Mondiale,1:59:18 1:59:18,10,2016,▲1
25.0,143.0,187.0,+2:00:15,28.0,Haller Marco,29.0,Team Katusha,1:59:59 1:59:59,10,2016,▼1
23.0,209.0,2.0,+0:28,1.0,Yates Adam,1.0,ORICA-BikeExchange,52:35:05 52:35:05,11,2016,-
24.0,157.0,13.0,+2:10,2.0,Meintjes Louis,2.0,Lampre - Merida,1:42 1:42,11,2016,-
24.0,111.0,15.0,+3:03,3.0,Barguil Warren,3.0,Team Giant - Alpecin,2:35 2:35,11,2016,-
25.0,51.0,18.0,+5:54,4.0,Kelderman Wilco,4.0,Team LottoNL-Jumbo,5:26 5:26,11,2016,-
23.0,131.0,22.0,+10:03,5.0,Buchmann Emanuel,5.0,Bora - Argon 18,9:35 9:35,11,2016,-
25.0,211.0,26.0,+18:12,6.0,Sepúlveda Eduardo,6.0,Fortuneo - Vital Concept,17:44 17:44,11,2016,-
24.0,182.0,46.0,+43:13,7.0,Alaphilippe Julian,7.0,Etixx - Quick Step,42:45 42:45,11,2016,-
24.0,137.0,61.0,+58:48,8.0,Konrad Patrick,8.0,Bora - Argon 18,58:20 58:20,11,2016,-
24.0,159.0,75.0,+1:11:37,10.0,Polanc Jan,9.0,Lampre - Merida,1:11:09 1:11:09,11,2016,▲1
24.0,83.0,88.0,+1:19:43,9.0,Craddock Lawson,10.0,Cannondale-Drapac Pro Cycling Team,1:19:15 1:19:15,11,2016,▼1
24.0,39.0,91.0,+1:22:50,12.0,Valgren Michael,11.0,Tinkoff,1:22:22 1:22:22,11,2016,▲1
24.0,156.0,92.0,+1:23:11,11.0,Grmay Tsgabu,12.0,Lampre - Merida,1:22:43 1:22:43,11,2016,▼1
23.0,26.0,96.0,+1:25:37,13.0,Lutsenko Alexey,13.0,Astana Pro Team,1:25:09 1:25:09,11,2016,-
25.0,203.0,98.0,+1:26:14,14.0,Durbridge Luke,14.0,ORICA-BikeExchange,1:25:46 1:25:46,11,2016,-
22.0,158.0,99.0,+1:27:27,15.0,Pibernik Luka,15.0,Lampre - Merida,1:26:59 1:26:59,11,2016,-
25.0,102.0,106.0,+1:31:06,16.0,Berhane Natnael,16.0,Team Dimension Data,1:30:38 1:30:38,11,2016,-
24.0,171.0,107.0,+1:32:17,17.0,Coquard Bryan,17.0,Direct Energie,1:31:49 1:31:49,11,2016,-
24.0,173.0,116.0,+1:37:45,19.0,Duchesne Antoine,18.0,Direct Energie,1:37:17 1:37:17,11,2016,▲1
24.0,67.0,119.0,+1:39:14,20.0,Stuyven Jasper,19.0,Trek - Segafredo,1:38:46 1:38:46,11,2016,▲1
24.0,89.0,121.0,+1:39:30,18.0,van Baarle Dylan,20.0,Cannondale-Drapac Pro Cycling Team,1:39:02 1:39:02,11,2016,▼2
22.0,75.0,132.0,+1:43:54,21.0,Enger Sondre Holst,21.0,IAM Cycling,1:43:26 1:43:26,11,2016,-
24.0,188.0,136.0,+1:45:09,22.0,Vakoč Petr,22.0,Etixx - Quick Step,1:44:41 1:44:41,11,2016,-
23.0,196.0,144.0,+1:48:57,24.0,Laporte Christophe,23.0,"Cofidis, Solutions Crédits",1:48:29 1:48:29,11,2016,▲1
25.0,68.0,152.0,+1:50:09,23.0,Theuns Edward,24.0,Trek - Segafredo,1:49:41 1:49:41,11,2016,▼1
23.0,56.0,154.0,+1:50:18,25.0,Roosen Timo,25.0,Team LottoNL-Jumbo,1:49:50 1:49:50,11,2016,-
23.0,53.0,165.0,+1:54:03,26.0,Groenewegen Dylan,26.0,Team LottoNL-Jumbo,1:53:35 1:53:35,11,2016,-
24.0,216.0,174.0,+1:57:18,27.0,McLay Daniel,27.0,Fortuneo - Vital Concept,1:56:50 1:56:50,11,2016,-
25.0,143.0,186.0,+2:02:28,29.0,Haller Marco,28.0,Team Katusha,2:02:00 2:02:00,11,2016,▲1
23.0,47.0,187.0,+2:05:39,28.0,Gougeard Alexis,29.0,AG2R La Mondiale,2:05:11 2:05:11,11,2016,▼1
23.0,209.0,2.0,+0:47,1.0,Yates Adam,1.0,ORICA-BikeExchange,57:12:20 57:12:20,12,2016,-
24.0,157.0,12.0,+2:29,2.0,Meintjes Louis,2.0,Lampre - Merida,1:42 1:42,12,2016,-
24.0,111.0,15.0,+4:28,3.0,Barguil Warren,3.0,Team Giant - Alpecin,3:41 3:41,12,2016,-
23.0,131.0,21.0,+14:33,5.0,Buchmann Emanuel,4.0,Bora - Argon 18,13:46 13:46,12,2016,▲1
25.0,51.0,25.0,+26:14,4.0,Kelderman Wilco,5.0,Team LottoNL-Jumbo,25:27 25:27,12,2016,▼1
25.0,211.0,30.0,+38:32,6.0,Sepúlveda Eduardo,6.0,Fortuneo - Vital Concept,37:45 37:45,12,2016,-
24.0,182.0,54.0,+1:01:45,7.0,Alaphilippe Julian,7.0,Etixx - Quick Step,1:00:58 1:00:58,12,2016,-
24.0,137.0,59.0,+1:07:23,8.0,Konrad Patrick,8.0,Bora - Argon 18,1:06:36 1:06:36,12,2016,-
24.0,156.0,80.0,+1:32:39,12.0,Grmay Tsgabu,9.0,Lampre - Merida,1:31:52 1:31:52,12,2016,▲3
24.0,159.0,83.0,+1:34:56,9.0,Polanc Jan,10.0,Lampre - Merida,1:34:09 1:34:09,12,2016,▼1
24.0,83.0,90.0,+1:40:35,10.0,Craddock Lawson,11.0,Cannondale-Drapac Pro Cycling Team,1:39:48 1:39:48,12,2016,▼1
24.0,39.0,91.0,+1:41:22,11.0,Valgren Michael,12.0,Tinkoff,1:40:35 1:40:35,12,2016,▼1
23.0,26.0,96.0,+1:44:09,13.0,Lutsenko Alexey,13.0,Astana Pro Team,1:43:22 1:43:22,12,2016,-
25.0,203.0,97.0,+1:44:46,14.0,Durbridge Luke,14.0,ORICA-BikeExchange,1:43:59 1:43:59,12,2016,-
22.0,158.0,104.0,+1:47:47,15.0,Pibernik Luka,15.0,Lampre - Merida,1:47:00 1:47:00,12,2016,-
24.0,171.0,110.0,+1:50:49,17.0,Coquard Bryan,16.0,Direct Energie,1:50:02 1:50:02,12,2016,▲1
24.0,173.0,113.0,+1:54:06,18.0,Duchesne Antoine,17.0,Direct Energie,1:53:19 1:53:19,12,2016,▲1
25.0,102.0,114.0,+1:54:25,16.0,Berhane Natnael,18.0,Team Dimension Data,1:53:38 1:53:38,12,2016,▼2
24.0,67.0,117.0,+1:55:35,19.0,Stuyven Jasper,19.0,Trek - Segafredo,1:54:48 1:54:48,12,2016,-
24.0,89.0,118.0,+1:55:51,20.0,van Baarle Dylan,20.0,Cannondale-Drapac Pro Cycling Team,1:55:04 1:55:04,12,2016,-
24.0,188.0,127.0,+2:01:30,22.0,Vakoč Petr,21.0,Etixx - Quick Step,2:00:43 2:00:43,12,2016,▲1
25.0,68.0,139.0,+2:06:30,24.0,Theuns Edward,22.0,Trek - Segafredo,2:05:43 2:05:43,12,2016,▲2
22.0,75.0,141.0,+2:07:13,21.0,Enger Sondre Holst,23.0,IAM Cycling,2:06:26 2:06:26,12,2016,▼2
23.0,196.0,147.0,+2:09:55,23.0,Laporte Christophe,24.0,"Cofidis, Solutions Crédits",2:09:08 2:09:08,12,2016,▼1
23.0,56.0,149.0,+2:10:38,25.0,Roosen Timo,25.0,Team LottoNL-Jumbo,2:09:51 2:09:51,12,2016,-
23.0,53.0,167.0,+2:17:22,26.0,Groenewegen Dylan,26.0,Team LottoNL-Jumbo,2:16:35 2:16:35,12,2016,-
24.0,216.0,177.0,+2:20:37,27.0,McLay Daniel,27.0,Fortuneo - Vital Concept,2:19:50 2:19:50,12,2016,-
25.0,143.0,181.0,+2:22:48,28.0,Haller Marco,28.0,Team Katusha,2:22:01 2:22:01,12,2016,-
23.0,47.0,185.0,+2:25:59,29.0,Gougeard Alexis,29.0,AG2R La Mondiale,2:25:12 2:25:12,12,2016,-
23.0,209.0,3.0,+2:45,1.0,Yates Adam,1.0,ORICA-BikeExchange,58:05:36 58:05:36,13,2016,-
24.0,157.0,12.0,+5:48,2.0,Meintjes Louis,2.0,Lampre - Merida,3:03 3:03,13,2016,-
24.0,111.0,16.0,+8:23,3.0,Barguil Warren,3.0,Team Giant - Alpecin,5:38 5:38,13,2016,-
23.0,131.0,20.0,+19:02,4.0,Buchmann Emanuel,4.0,Bora - Argon 18,16:17 16:17,13,2016,-
25.0,51.0,24.0,+30:08,5.0,Kelderman Wilco,5.0,Team LottoNL-Jumbo,27:23 27:23,13,2016,-
25.0,211.0,32.0,+44:56,6.0,Sepúlveda Eduardo,6.0,Fortuneo - Vital Concept,42:11 42:11,13,2016,-
24.0,182.0,54.0,+1:07:57,7.0,Alaphilippe Julian,7.0,Etixx - Quick Step,1:05:12 1:05:12,13,2016,-
24.0,137.0,60.0,+1:14:59,8.0,Konrad Patrick,8.0,Bora - Argon 18,1:12:14 1:12:14,13,2016,-
24.0,159.0,79.0,+1:39:03,10.0,Polanc Jan,9.0,Lampre - Merida,1:36:18 1:36:18,13,2016,▲1
24.0,156.0,80.0,+1:39:28,9.0,Grmay Tsgabu,10.0,Lampre - Merida,1:36:43 1:36:43,13,2016,▼1
24.0,39.0,90.0,+1:46:20,12.0,Valgren Michael,11.0,Tinkoff,1:43:35 1:43:35,13,2016,▲1
25.0,203.0,91.0,+1:46:44,14.0,Durbridge Luke,12.0,ORICA-BikeExchange,1:43:59 1:43:59,13,2016,▲2
23.0,26.0,93.0,+1:46:47,13.0,Lutsenko Alexey,13.0,Astana Pro Team,1:44:02 1:44:02,13,2016,-
24.0,83.0,95.0,+1:47:55,11.0,Craddock Lawson,14.0,Cannondale-Drapac Pro Cycling Team,1:45:10 1:45:10,13,2016,▼3
22.0,158.0,107.0,+1:55:21,15.0,Pibernik Luka,15.0,Lampre - Merida,1:52:36 1:52:36,13,2016,-
24.0,171.0,110.0,+1:57:47,16.0,Coquard Bryan,16.0,Direct Energie,1:55:02 1:55:02,13,2016,-
24.0,173.0,113.0,+2:00:22,17.0,Duchesne Antoine,17.0,Direct Energie,1:57:37 1:57:37,13,2016,-
24.0,89.0,114.0,+2:00:29,20.0,van Baarle Dylan,18.0,Cannondale-Drapac Pro Cycling Team,1:57:44 1:57:44,13,2016,▲2
25.0,102.0,115.0,+2:01:10,18.0,Berhane Natnael,19.0,Team Dimension Data,1:58:25 1:58:25,13,2016,▼1
24.0,67.0,116.0,+2:01:13,19.0,Stuyven Jasper,20.0,Trek - Segafredo,1:58:28 1:58:28,13,2016,▼1
24.0,188.0,130.0,+2:09:05,21.0,Vakoč Petr,21.0,Etixx - Quick Step,2:06:20 2:06:20,13,2016,-
22.0,75.0,138.0,+2:13:40,23.0,Enger Sondre Holst,22.0,IAM Cycling,2:10:55 2:10:55,13,2016,▲1
23.0,56.0,142.0,+2:15:15,25.0,Roosen Timo,23.0,Team LottoNL-Jumbo,2:12:30 2:12:30,13,2016,▲2
23.0,196.0,144.0,+2:16:46,24.0,Laporte Christophe,24.0,"Cofidis, Solutions Crédits",2:14:01 2:14:01,13,2016,-
23.0,53.0,166.0,+2:24:10,26.0,Groenewegen Dylan,25.0,Team LottoNL-Jumbo,2:21:25 2:21:25,13,2016,▲1
23.0,47.0,177.0,+2:29:18,29.0,Gougeard Alexis,26.0,AG2R La Mondiale,2:26:33 2:26:33,13,2016,▲3
24.0,216.0,178.0,+2:29:24,27.0,McLay Daniel,27.0,Fortuneo - Vital Concept,2:26:39 2:26:39,13,2016,-
25.0,143.0,182.0,+2:32:22,28.0,Haller Marco,28.0,Team Katusha,2:29:37 2:29:37,13,2016,-
23.0,209.0,3.0,+2:45,1.0,Yates Adam,1.0,ORICA-BikeExchange,63:49:25 63:49:25,14,2016,-
24.0,157.0,12.0,+5:48,2.0,Meintjes Louis,2.0,Lampre - Merida,3:03 3:03,14,2016,-
24.0,111.0,16.0,+8:23,3.0,Barguil Warren,3.0,Team Giant - Alpecin,5:38 5:38,14,2016,-
23.0,131.0,20.0,+19:02,4.0,Buchmann Emanuel,4.0,Bora - Argon 18,16:17 16:17,14,2016,-
25.0,51.0,24.0,+30:27,5.0,Kelderman Wilco,5.0,Team LottoNL-Jumbo,27:42 27:42,14,2016,-
25.0,211.0,31.0,+46:22,6.0,Sepúlveda Eduardo,6.0,Fortuneo - Vital Concept,43:37 43:37,14,2016,-
24.0,182.0,53.0,+1:10:35,7.0,Alaphilippe Julian,7.0,Etixx - Quick Step,1:07:50 1:07:50,14,2016,-
24.0,137.0,58.0,+1:14:59,8.0,Konrad Patrick,8.0,Bora - Argon 18,1:12:14 1:12:14,14,2016,-
24.0,159.0,78.0,+1:39:03,9.0,Polanc Jan,9.0,Lampre - Merida,1:36:18 1:36:18,14,2016,-
24.0,156.0,79.0,+1:39:28,10.0,Grmay Tsgabu,10.0,Lampre - Merida,1:36:43 1:36:43,14,2016,-
24.0,39.0,88.0,+1:46:20,11.0,Valgren Michael,11.0,Tinkoff,1:43:35 1:43:35,14,2016,-
25.0,203.0,89.0,+1:46:44,12.0,Durbridge Luke,12.0,ORICA-BikeExchange,1:43:59 1:43:59,14,2016,-
23.0,26.0,94.0,+1:49:25,13.0,Lutsenko Alexey,13.0,Astana Pro Team,1:46:40 1:46:40,14,2016,-
24.0,83.0,96.0,+1:50:33,14.0,Craddock Lawson,14.0,Cannondale-Drapac Pro Cycling Team,1:47:48 1:47:48,14,2016,-
22.0,158.0,106.0,+1:55:21,15.0,Pibernik Luka,15.0,Lampre - Merida,1:52:36 1:52:36,14,2016,-
24.0,171.0,108.0,+1:57:47,16.0,Coquard Bryan,16.0,Direct Energie,1:55:02 1:55:02,14,2016,-
24.0,173.0,112.0,+2:00:48,17.0,Duchesne Antoine,17.0,Direct Energie,1:58:03 1:58:03,14,2016,-
24.0,67.0,113.0,+2:01:13,20.0,Stuyven Jasper,18.0,Trek - Segafredo,1:58:28 1:58:28,14,2016,▲2
24.0,89.0,116.0,+2:03:07,18.0,van Baarle Dylan,19.0,Cannondale-Drapac Pro Cycling Team,2:00:22 2:00:22,14,2016,▼1
25.0,102.0,117.0,+2:03:48,19.0,Berhane Natnael,20.0,Team Dimension Data,2:01:03 2:01:03,14,2016,▼1
24.0,188.0,131.0,+2:11:43,21.0,Vakoč Petr,21.0,Etixx - Quick Step,2:08:58 2:08:58,14,2016,-
22.0,75.0,134.0,+2:13:40,22.0,Enger Sondre Holst,22.0,IAM Cycling,2:10:55 2:10:55,14,2016,-
23.0,56.0,138.0,+2:15:15,23.0,Roosen Timo,23.0,Team LottoNL-Jumbo,2:12:30 2:12:30,14,2016,-
23.0,196.0,141.0,+2:16:46,24.0,Laporte Christophe,24.0,"Cofidis, Solutions Crédits",2:14:01 2:14:01,14,2016,-
23.0,53.0,161.0,+2:24:10,25.0,Groenewegen Dylan,25.0,Team LottoNL-Jumbo,2:21:25 2:21:25,14,2016,-
23.0,47.0,173.0,+2:29:18,26.0,Gougeard Alexis,26.0,AG2R La Mondiale,2:26:33 2:26:33,14,2016,-
24.0,216.0,174.0,+2:29:24,27.0,McLay Daniel,27.0,Fortuneo - Vital Concept,2:26:39 2:26:39,14,2016,-
25.0,143.0,180.0,+2:32:54,28.0,Haller Marco,28.0,Team Katusha,2:30:09 2:30:09,14,2016,-
23.0,209.0,3.0,+2:45,1.0,Yates Adam,1.0,ORICA-BikeExchange,68:17:21 68:17:21,15,2016,-
24.0,157.0,12.0,+5:48,2.0,Meintjes Louis,2.0,Lampre - Merida,3:03 3:03,15,2016,-
24.0,111.0,18.0,+19:05,3.0,Barguil Warren,3.0,Team Giant - Alpecin,16:20 16:20,15,2016,-
23.0,131.0,21.0,+27:59,4.0,Buchmann Emanuel,4.0,Bora - Argon 18,25:14 25:14,15,2016,-
25.0,51.0,30.0,+48:23,5.0,Kelderman Wilco,5.0,Team LottoNL-Jumbo,45:38 45:38,15,2016,-
24.0,182.0,40.0,+1:07:50,7.0,Alaphilippe Julian,6.0,Etixx - Quick Step,1:05:05 1:05:05,15,2016,▲1
25.0,211.0,41.0,+1:09:47,6.0,Sepúlveda Eduardo,7.0,Fortuneo - Vital Concept,1:07:02 1:07:02,15,2016,▼1
24.0,137.0,61.0,+1:33:45,8.0,Konrad Patrick,8.0,Bora - Argon 18,1:31:00 1:31:00,15,2016,-
24.0,159.0,66.0,+1:45:02,9.0,Polanc Jan,9.0,Lampre - Merida,1:42:17 1:42:17,15,2016,-
24.0,156.0,83.0,+1:58:14,10.0,Grmay Tsgabu,10.0,Lampre - Merida,1:55:29 1:55:29,15,2016,-
24.0,39.0,91.0,+2:05:06,11.0,Valgren Michael,11.0,Tinkoff,2:02:21 2:02:21,15,2016,-
23.0,26.0,94.0,+2:08:11,13.0,Lutsenko Alexey,12.0,Astana Pro Team,2:05:26 2:05:26,15,2016,▲1
25.0,203.0,100.0,+2:11:44,12.0,Durbridge Luke,13.0,ORICA-BikeExchange,2:08:59 2:08:59,15,2016,▼1
24.0,83.0,101.0,+2:13:58,14.0,Craddock Lawson,14.0,Cannondale-Drapac Pro Cycling Team,2:11:13 2:11:13,15,2016,-
24.0,89.0,105.0,+2:19:02,19.0,van Baarle Dylan,15.0,Cannondale-Drapac Pro Cycling Team,2:16:17 2:16:17,15,2016,▲4
22.0,158.0,108.0,+2:20:21,15.0,Pibernik Luka,16.0,Lampre - Merida,2:17:36 2:17:36,15,2016,▼1
24.0,171.0,111.0,+2:22:47,16.0,Coquard Bryan,17.0,Direct Energie,2:20:02 2:20:02,15,2016,▼1
24.0,173.0,112.0,+2:24:13,17.0,Duchesne Antoine,18.0,Direct Energie,2:21:28 2:21:28,15,2016,▼1
24.0,67.0,113.0,+2:26:13,18.0,Stuyven Jasper,19.0,Trek - Segafredo,2:23:28 2:23:28,15,2016,▼1
25.0,102.0,118.0,+2:28:48,20.0,Berhane Natnael,20.0,Team Dimension Data,2:26:03 2:26:03,15,2016,-
24.0,188.0,134.0,+2:35:08,21.0,Vakoč Petr,21.0,Etixx - Quick Step,2:32:23 2:32:23,15,2016,-
22.0,75.0,142.0,+2:39:43,22.0,Enger Sondre Holst,22.0,IAM Cycling,2:36:58 2:36:58,15,2016,-
23.0,196.0,143.0,+2:40:11,24.0,Laporte Christophe,23.0,"Cofidis, Solutions Crédits",2:37:26 2:37:26,15,2016,▲1
23.0,56.0,144.0,+2:40:15,23.0,Roosen Timo,24.0,Team LottoNL-Jumbo,2:37:30 2:37:30,15,2016,▼1
23.0,53.0,161.0,+2:50:13,25.0,Groenewegen Dylan,25.0,Team LottoNL-Jumbo,2:47:28 2:47:28,15,2016,-
23.0,47.0,171.0,+2:55:21,26.0,Gougeard Alexis,26.0,AG2R La Mondiale,2:52:36 2:52:36,15,2016,-
25.0,143.0,174.0,+2:56:19,28.0,Haller Marco,27.0,Team Katusha,2:53:34 2:53:34,15,2016,▲1
24.0,216.0,177.0,+2:58:02,27.0,McLay Daniel,28.0,Fortuneo - Vital Concept,2:55:17 2:55:17,15,2016,▼1
23.0,209.0,3.0,+2:45,1.0,Yates Adam,1.0,ORICA-BikeExchange,72:43:23 72:43:23,16,2016,-
24.0,157.0,12.0,+5:48,2.0,Meintjes Louis,2.0,Lampre - Merida,3:03 3:03,16,2016,-
24.0,111.0,18.0,+19:15,3.0,Barguil Warren,3.0,Team Giant - Alpecin,16:30 16:30,16,2016,-
23.0,131.0,21.0,+28:38,4.0,Buchmann Emanuel,4.0,Bora - Argon 18,25:53 25:53,16,2016,-
25.0,51.0,30.0,+48:23,5.0,Kelderman Wilco,5.0,Team LottoNL-Jumbo,45:38 45:38,16,2016,-
25.0,211.0,43.0,+1:12:58,7.0,Sepúlveda Eduardo,6.0,Fortuneo - Vital Concept,1:10:13 1:10:13,16,2016,▲1
24.0,182.0,48.0,+1:20:10,6.0,Alaphilippe Julian,7.0,Etixx - Quick Step,1:17:25 1:17:25,16,2016,▼1
24.0,137.0,58.0,+1:33:45,8.0,Konrad Patrick,8.0,Bora - Argon 18,1:31:00 1:31:00,16,2016,-
24.0,159.0,63.0,+1:45:41,9.0,Polanc Jan,9.0,Lampre - Merida,1:42:56 1:42:56,16,2016,-
24.0,156.0,81.0,+1:59:34,10.0,Grmay Tsgabu,10.0,Lampre - Merida,1:56:49 1:56:49,16,2016,-
23.0,26.0,93.0,+2:10:57,12.0,Lutsenko Alexey,11.0,Astana Pro Team,2:08:12 2:08:12,16,2016,▲1
24.0,39.0,97.0,+2:13:24,11.0,Valgren Michael,12.0,Tinkoff,2:10:39 2:10:39,16,2016,▼1
25.0,203.0,101.0,+2:18:37,13.0,Durbridge Luke,13.0,ORICA-BikeExchange,2:15:52 2:15:52,16,2016,-
24.0,89.0,106.0,+2:21:13,15.0,van Baarle Dylan,14.0,Cannondale-Drapac Pro Cycling Team,2:18:28 2:18:28,16,2016,▲1
22.0,158.0,107.0,+2:21:41,16.0,Pibernik Luka,15.0,Lampre - Merida,2:18:56 2:18:56,16,2016,▲1
24.0,83.0,109.0,+2:22:16,14.0,Craddock Lawson,16.0,Cannondale-Drapac Pro Cycling Team,2:19:31 2:19:31,16,2016,▼2
24.0,173.0,110.0,+2:27:07,18.0,Duchesne Antoine,17.0,Direct Energie,2:24:22 2:24:22,16,2016,▲1
24.0,171.0,111.0,+2:27:37,17.0,Coquard Bryan,18.0,Direct Energie,2:24:52 2:24:52,16,2016,▼1
24.0,67.0,112.0,+2:27:43,19.0,Stuyven Jasper,19.0,Trek - Segafredo,2:24:58 2:24:58,16,2016,-
25.0,102.0,126.0,+2:35:41,20.0,Berhane Natnael,20.0,Team Dimension Data,2:32:56 2:32:56,16,2016,-
24.0,188.0,127.0,+2:35:46,21.0,Vakoč Petr,21.0,Etixx - Quick Step,2:33:01 2:33:01,16,2016,-
22.0,75.0,136.0,+2:39:39,22.0,Enger Sondre Holst,22.0,IAM Cycling,2:36:54 2:36:54,16,2016,-
23.0,56.0,139.0,+2:41:35,24.0,Roosen Timo,23.0,Team LottoNL-Jumbo,2:38:50 2:38:50,16,2016,▲1
23.0,53.0,156.0,+2:52:11,25.0,Groenewegen Dylan,24.0,Team LottoNL-Jumbo,2:49:26 2:49:26,16,2016,▲1
23.0,196.0,158.0,+2:52:25,23.0,Laporte Christophe,25.0,"Cofidis, Solutions Crédits",2:49:40 2:49:40,16,2016,▼2
25.0,143.0,169.0,+2:57:18,27.0,Haller Marco,26.0,Team Katusha,2:54:33 2:54:33,16,2016,▲1
23.0,47.0,177.0,+3:03:39,26.0,Gougeard Alexis,27.0,AG2R La Mondiale,3:00:54 3:00:54,16,2016,▼1
24.0,216.0,178.0,+3:05:25,28.0,McLay Daniel,28.0,Fortuneo - Vital Concept,3:02:40 3:02:40,16,2016,-
23.0,209.0,3.0,+2:53,1.0,Yates Adam,1.0,ORICA-BikeExchange,77:28:03 77:28:03,17,2016,-
