Age,Avg,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,\u25bc\u25b2,stage,year
34,,63,41,+0:43,,,Bartoli Michele,33,CSC ProTeam,",, 0:05",,,3,2004
27,,119,14,+0:29,,,Vicioso \xc1ngel,34,Liberty Seguros,",, 0:05",,,3,2004
30,,114,27,+0:35,,,Gonzalez De Galdeano Igor,35,Liberty Seguros,",, 0:05",,,3,2004
28,,6,19,+0:32,,,Landis Floyd,36,US Postal Service,",, 0:05",,,3,2004
32,,152,38,+0:41,,,Boogerd Michael,37,Rabobank ProTeam,",, 0:05",,,3,2004
29,,68,54,+0:48,,,S\xf8rensen Nicki,38,CSC ProTeam,",, 0:05",,,3,2004
24,,126,26,+0:35,,,Pineau J\xe9rome,39,Brioches La Boulang\xe8re,",, 0:05",,,3,2004
32,,112,49,+0:46,,,Baranowski Dariusz,40,Liberty Seguros,",, 0:05",,,3,2004
25,,16,55,+0:50,,,Kessler Matthias,41,T-Mobile Team,",, 0:05",,,3,2004
31,,5,12*,+0:26,,,Hincapie George,42*,US Postal Service,",, 0:05",,,3,2004
30,,89,83,+1:09,,,Wrolich Peter,43,Gerolsteiner,",, 0:05",,,3,2004
31,,117,66,+0:55,,,Serrano Marcos Antonio,44,Liberty Seguros,",, 0:05",,,3,2004
29,,17,23,+0:33,,,Kl\xf6den Andr\xe9as,45,T-Mobile Team,",, 0:05",,,3,2004
35,,138,69,+0:55,,,Noe Andrea,46,Alessio - Bianchi,",, 0:05",,,3,2004
28,,155,77,+0:59,,,Kroon Karsten,47,Rabobank ProTeam,",, 0:05",,,3,2004
29,,24,30,+0:37,,,Grabsch Bert,48,Phonak Hearing Systems,",, 0:05",,,3,2004
30,,156,64,+0:53,,,Lotz Marc,49,Rabobank ProTeam,",, 0:05",,,3,2004
25,,129,70,+0:56,,,Voeckler Thomas,50,Brioches La Boulang\xe8re,",, 0:05",,,3,2004
26,,61,42,+0:43,,,Basso Ivan,51,CSC ProTeam,",, 0:05",,,3,2004
26,,82,59,+0:51,,,Haselbacher Rene,52,Gerolsteiner,",, 0:05",,,3,2004
31,,185,65,+0:53,,,Merckx Axel,53,Lotto - Domo,",, 0:05",,,3,2004
32,,1,5*,+0:16,,,Armstrong Lance,54*,US Postal Service,",, 0:05",,,3,2004
35,,167,74,+0:58,,,Mengin Christophe,55,Fdjeux.com,",, 0:05",,,3,2004
29,,153,16,+0:30,,,de Groot Bram,56,Rabobank ProTeam,",, 0:05",,,3,2004
27,,182,78,+0:59,,,Brandt Christophe,57,Lotto - Domo,",, 0:05",,,3,2004
28,,134,60,+0:51,,,Caucchioli Pietro,58,Alessio - Bianchi,",, 0:05",,,3,2004
30,,48,43,+0:44,,,Tosatto Matteo,59,Fassa Bortolo,",, 0:05",,,3,2004
29,,67,15,+0:29,,,Sastre Carlos,60,CSC ProTeam,",, 0:05",,,3,2004
26,,44,31,+0:37,,,Flecha Juan Antonio,61,Fassa Bortolo,",, 0:05",,,3,2004
32,,64,11,+0:26,,,Julich Bobby,62,CSC ProTeam,",, 0:05",,,3,2004
33,,21,20,+0:32,,,Hamilton Tyler,63,Phonak Hearing Systems,",, 0:05",,,3,2004
30,,23,22,+0:33,,,Gonzalez Santos,64,Phonak Hearing Systems,",, 0:05",,,3,2004
33,,3,80,+1:03,,,Beltran Manuel,65,US Postal Service,",, 0:05",,,3,2004
27,,29,35,+0:40,,,Sevilla Oscar,66,Phonak Hearing Systems,",, 0:05",,,3,2004
35,,99,85,+1:15,,,Farazijn Peter,67,Cofidis,",, 0:05",,,3,2004
26,,27,10,+0:25,,,Pereiro Oscar,68,Phonak Hearing Systems,",, 0:05",,,3,2004
34,,135,61,+0:52,,,Hvastija Martin,69,Alessio - Bianchi,",, 0:05",,,3,2004
33,,128,47,+0:46,,,Rous Didier,70,Brioches La Boulang\xe8re,",, 0:05",,,3,2004
31,,18,51,+0:47,,,Nardello Daniele,71,T-Mobile Team,",, 0:05",,,3,2004
30,,41,39,+0:42,,,Petacchi Alessandro,72,Fassa Bortolo,",, 0:05",,,3,2004
26,,116,62,+0:52,,,Nozal Isidro,73,Liberty Seguros,",, 0:05",,,3,2004
28,,157,40,+0:43,,,Niermann Grischa,74,Rabobank ProTeam,",, 0:05",,,3,2004
23,,149,28,+0:36,,,Scanlon Mark,75,AG2R Pr\xe9voyance,",, 0:05",,,3,2004
29,,115,33,+0:39,,,Hruska Jan,76,Liberty Seguros,",, 0:05",,,3,2004
34,,168,81,+1:03,,,Robin Jean-Cyril,77,Fdjeux.com,",, 0:05",,,3,2004
30,,158,76,+0:58,,,Rasmussen Michael,78,Rabobank ProTeam,",, 0:05",,,3,2004
30,,2,32,+0:38,,,Azevedo Jos\xe9 Bento Carvalho,79,US Postal Service,",, 0:05",,,3,2004
25,,205,72,+0:56,,,Calzati Sylvain,80,R.a.g.t Semence - Mg Rover,",, 0:05",,,3,2004
34,,204,73,+0:58,,,Bouvard Gilles,81,R.a.g.t Semence - Mg Rover,",, 0:05",,,3,2004
26,,178,48,+0:46,,,Petrov Evgeni,82,Saeco,",, 0:05",,,3,2004
31,,9,34,+0:40,,,Rubiera Jos\xe9 Luis,83,US Postal Service,",, 0:05",,,3,2004
30,,195,86,+1:17,,,Mori Massimiliano,84,Domina Vacanze,0:16 0:16,,,3,2004
22,,47,75,+0:58,,,Pozzato Filippo,85,Fassa Bortolo,0:18 0:18,,,3,2004
38,,4,46,+0:46,,,Ekimov Viatcheslav,86,US Postal Service,",, 0:18",,,3,2004
24,,84,63,+0:52,,,Lang Sebastian,87,Gerolsteiner,0:20 0:20,,,3,2004
31,,73,88,+1:25,,,Garcia Jose Vicente,88,Illes Balears - Banesto,0:26 0:26,,,3,2004
31,,26,91,+3:26,,,Jalabert Nicolas,89,Phonak Hearing Systems,0:30 0:30,,,3,2004
29,,15,87,+1:22,,,Ivanov Serguei,90,T-Mobile Team,0:33 0:33,,,3,2004
32,,187,90,+1:54,,,Vansevenant Wim,91,Lotto - Domo,0:35 0:35,,,3,2004
31,,34,118,+4:32,,,Etxebarria Unai,92,Euskaltel - Euskadi,3:53 3:53,,,3,2004
33,,154,113,+4:31,,,Dekker Erik,93,Rabobank ProTeam,",, 3:53",,,3,2004
33,,106,122,+4:36,,,Knaven Servais,94,Quickstep - Davitamon,",, 3:53",,,3,2004
37,,191,103,+4:25,,,Cipollini Mario,95,Domina Vacanze,",, 3:53",,,3,2004
30,,127,140,+4:44,,,Renier Franck,96,Brioches La Boulang\xe8re,",, 3:53",,,3,2004
25,,74,93,+4:10,,,Guti\xe9rrez Jos\xe9 Iv\xe1n,97,Illes Balears - Banesto,",, 3:53",,,3,2004
30,,77,133,+4:43,,,Osa Aitor,98,Illes Balears - Banesto,",, 3:53",,,3,2004
26,,76,119,+4:32,,,Menchov Denis,99,Illes Balears - Banesto,",, 3:53",,,3,2004
23,,165,96,+4:20,,,Eisel Bernhard,100,Fdjeux.com,",, 3:53",,,3,2004
27,,38,109,+4:29,,,Zubeldia Haimar,101,Euskaltel - Euskadi,",, 3:53",,,3,2004
25,,123,135,+4:43,,,Charteau Anthony,102,Brioches La Boulang\xe8re,",, 3:53",,,3,2004
28,,177,138,+4:43,,,Ludewig Jorg,103,Saeco,",, 3:53",,,3,2004
29,,164,127,+4:39,,,Da Cruz Carlos,104,Fdjeux.com,",, 3:53",,,3,2004
34,,14,144,+4:46,,,Guerini Giuseppe,105,T-Mobile Team,",, 3:53",,,3,2004
37,,139,143,+4:44,,,Sunderland Scott,106,Alessio - Bianchi,",, 3:53",,,3,2004
31,,13,114,+4:31,,,Botero Santiago,107,T-Mobile Team,",, 3:53",,,3,2004
33,,8,117,+4:32,,,Padrnos Pavel,108,US Postal Service,",, 3:53",,,3,2004
35,,137,146,+4:47,,,Moller Claus Michael,109,Alessio - Bianchi,",, 3:53",,,3,2004
35,,109,148,+5:10,,,Zanini Stefano,110,Quickstep - Davitamon,",, 3:53",,,3,2004
26,,57,92,+3:44,,,Hushovd Thor,111,Cr\xe9dit Agricole,",, 3:53",,,3,2004
30,,55,120,+4:34,,,Halgand Patrice,112,Cr\xe9dit Agricole,",, 3:53",,,3,2004
30,,56,141,+4:44,,,Hinault S\xe9bastien,113,Cr\xe9dit Agricole,",, 3:53",,,3,2004
33,,51,94,+4:14,,,Moreau Christophe,114,Cr\xe9dit Agricole,",, 3:53",,,3,2004
25,,179,107,+4:28,,,Sabaliauskas Marius,115,Saeco,",, 3:53",,,3,2004
23,,75,102,+4:24,,,Karpets Vladimir,116,Illes Balears - Banesto,",, 3:53",,,3,2004
31,,122,125,+4:38,,,Beneteau Walter,117,Brioches La Boulang\xe8re,",, 3:53",,,3,2004
30,,91,95,+4:15,,,O'Grady Stuart,118,Cofidis,",, 3:53",,,3,2004
24,,95,104,+4:26,,,Engoulvent Jimmy,119,Cofidis,",, 3:53",,,3,2004
35,,12,106,+4:28,,,Aldag Rolf,120,T-Mobile Team,",, 3:53",,,3,2004
29,,97,110,+4:30,,,Moncouti\xe9 David,121,Cofidis,",, 3:53",,,3,2004
24,,108,132,+4:42,,,Rogers Michael,122,Quickstep - Davitamon,",, 3:53",,,3,2004
23,,113,128,+4:40,,,Davis Allan,123,Liberty Seguros,",, 3:53",,,3,2004
24,,88,130,+4:41,,,Wegmann Fabian,124,Gerolsteiner,",, 3:53",,,3,2004
30,,186,145,+4:47,,,Moerenhout Koos,125,Lotto - Domo,",, 3:53",,,3,2004
25,,162,116,+4:32,,,Casar Sandy,126,Fdjeux.com,",, 3:53",,,3,2004
26,,72,100,+4:22,,,Becke Daniel,127,Illes Balears - Banesto,",, 3:53",,,3,2004
29,,188,108,+4:29,,,Verbrugghe Rik,128,Lotto - Domo,",, 3:53",,,3,2004
24,,194,129,+4:40,,,Marinangeli Sergio,129,Domina Vacanze,",, 3:53",,,3,2004
29,,174,131,+4:41,,,Commesso Salvatore,130,Saeco,",, 3:53",,,3,2004
24,,94,99,+4:22,,,Edaleine Christophe,131,Cofidis,",, 3:53",,,3,2004
35,,159,98,+4:21,,,Wauters Marc,132,Rabobank ProTeam,",, 3:53",,,3,2004
26,,207,134,+4:43,,,Laurent Christophe,133,R.a.g.t Semence - Mg Rover,",, 3:53",,,3,2004
27,,98,124,+4:38,,,Tombak Janek,134,Cofidis,",, 3:53",,,3,2004
29,,131,111,+4:30,,,B\xe4ckstedt Magnus,135,Alessio - Bianchi,",, 3:53",,,3,2004
31,,173,149,+5:36,,,Celestino Mirko,136,Saeco,",, 3:53",,,3,2004
30,,201,147,+4:53,,,Rinero Christophe,137,R.a.g.t Semence - Mg Rover,",, 3:53",,,3,2004
32,,65,97,+4:21,,,Peron Andrea,138,CSC ProTeam,",, 3:53",,,3,2004
28,,125,105,+4:27,,,Lefevre Laurent,139,Brioches La Boulang\xe8re,",, 3:53",,,3,2004
29,,53,115,+4:32,,,Dean Julian,140,Cr\xe9dit Agricole,",, 3:53",,,3,2004
26,,28,139,+4:43,,,Perez Santiago,141,Phonak Hearing Systems,",, 3:53",,,3,2004
28,,118,121,+4:34,,,Vande Velde Christian,142,Liberty Seguros,",, 3:53",,,3,2004
26,,169,172,+11:04,,,Wilson Matthew,143,Fdjeux.com,",, 3:53",,,3,2004
23,,143,142,+4:44,,,Dumoulin Samuel,144,AG2R Pr\xe9voyance,",, 3:53",,,3,2004
25,,148,123,+4:37,,,Portal Nicolas,145,AG2R Pr\xe9voyance,",, 3:53",,,3,2004
26,,93,126,+4:39,,,Casper Jimmy,146,Cofidis,",, 3:53",,,3,2004
24,,176,136,+4:43,,,Loosli David,147,Saeco,",, 3:53",,,3,2004
31,,184,151,+9:15,,,Marichal Thierry,148,Lotto - Domo,",, 3:53",,,3,2004
30,,102,137,+4:43,,,Bettini Paolo,149,Quickstep - Davitamon,",, 3:53",,,3,2004
25,,32,112,+4:31,,,Cama\xf1o Iker,150,Euskaltel - Euskadi,",, 3:53",,,3,2004
26,,31,101,+4:23,,,Mayo Iban,151,Euskaltel - Euskadi,",, 3:53",,,3,2004
27,,79,150,+8:13,,,Zandio Xabier,152,Illes Balears - Banesto,7:28 7:28,,,3,2004
26,,87,159,+9:52,,,Scholz Ronny,153,Gerolsteiner,9:06 9:06,,,3,2004
31,,197,168,+10:12,,,Secchiari Francesco,154,Domina Vacanze,",, 9:06",,,3,2004
25,,54,163,+9:58,,,Fedrigo Pierrick,155,Cr\xe9dit Agricole,",, 9:06",,,3,2004
28,,85,165,+10:03,,,Montgomery Sven,156,Gerolsteiner,",, 9:06",,,3,2004
34,,203,170,+10:18,,,Bourquenoud Pierre,157,R.a.g.t Semence - Mg Rover,",, 9:06",,,3,2004
30,,59,167,+10:09,,,Salmon Benoit,158,Cr\xe9dit Agricole,",, 9:06",,,3,2004
27,,96,156,+9:43,,,Fofonov Dimitri,159,Cofidis,",, 9:06",,,3,2004
35,,86,155,+9:42,,,Peschel Uwe,160,Gerolsteiner,",, 9:06",,,3,2004
31,,172,175,+14:08,,,Casagranda Stefano,161,Saeco,",, 9:06",,,3,2004
25,,163,157,+9:46,,,Cooke Baden,162,Fdjeux.com,",, 9:06",,,3,2004
29,,193,164,+10:00,,,Giunti Massimo,163,Domina Vacanze,",, 9:06",,,3,2004
28,,208,166,+10:04,,,Martin Ludovic,164,R.a.g.t Semence - Mg Rover,",, 9:06",,,3,2004
27,,206,158,+9:50,,,Finot Fr\xe9d\xe9ric,165,R.a.g.t Semence - Mg Rover,",, 9:06",,,3,2004
28,,202,161,+9:55,,,Auger Guillaume,166,R.a.g.t Semence - Mg Rover,",, 9:06",,,3,2004
25,,22,162,+9:55,,,Elmiger Martin,167,Phonak Hearing Systems,",, 9:06",,,3,2004
27,,36,154,+9:39,,,Landaluze Inigo,168,Euskaltel - Euskadi,",, 9:06",,,3,2004
24,,124,160,+9:55,,,Hary Maryan,169,Brioches La Boulang\xe8re,",, 9:06",,,3,2004
30,,33,171,+10:19,,,Etxebarria David,170,Euskaltel - Euskadi,",, 9:06",,,3,2004
25,,7,152,+9:37,,,Noval Benjamin,171,US Postal Service,",, 9:06",,,3,2004
29,,52,169,+10:14,,,Botcharov Alexandre,172,Cr\xe9dit Agricole,",, 9:06",,,3,2004
28,,161,176,+15:29,,,McGee Bradley,173,Fdjeux.com,",, 9:06",,,3,2004
31,,66,153,+9:38,,,Piil Jakob,174,CSC ProTeam,",, 9:06",,,3,2004
25,,146,173,+12:05,,,Krivtsov Yuriy,175,AG2R Pr\xe9voyance,11:29 11:29,,,3,2004
29,,136,174,+12:11,,,Ljungqvist Marcus,176,Alessio - Bianchi,",, 11:29",,,3,2004
35,,209,183,+16:33,,,Seigneur Eddy,177,R.a.g.t Semence - Mg Rover,13:17 13:17,,,3,2004
36,,104,180,+16:05,,,Bramati Davide,178,Quickstep - Davitamon,15:13 15:13,,,3,2004
26,,37,182,+16:15,,,Martinez Egoi,179,Euskaltel - Euskadi,",, 15:13",,,3,2004
27,,35,179,+16:05,,,Flores Iker,180,Euskaltel - Euskadi,",, 15:13",,,3,2004
29,,175,178,+16:03,,,Glomser Gerrit,181,Saeco,",, 15:13",,,3,2004
32,,198,177,+15:51,,,Simeoni Filippo,182,Domina Vacanze,",, 15:13",,,3,2004
25,,107,181,+16:11,,,Mercado Juan Miguel,183,Quickstep - Davitamon,",, 15:13",,,3,2004
25,,58,184,+16:41,,,Joly S\xe9bastien,184,Cr\xe9dit Agricole,",, 15:13",,,3,2004
30,,49,,+ - 13:42:34,,,Velo Marco,DNF,Fassa Bortolo,-4:36:45 -4:36:45,,,3,2004
32,,92,,+ - 13:42:34,,,Bessy Fr\xe9d\xe9ric,DNS,Cofidis,",, -4:36:45",,,3,2004
32,,1,1*,+ 14:54:53,,5*,Armstrong Lance,1*,US Postal Service,1:12:19 1:12:19,+72:03,-,4,2004
31,,5,2*,+ 14:55:03,,12*,Hincapie George,2*,US Postal Service,1:12:29 1:12:29,+72:03,-,4,2004
28,,6,4,+ 14:55:09,,19,Landis Floyd,4,US Postal Service,1:12:35 1:12:35,+72:03,\u25b215,4,2004
30,,2,5,+ 14:55:15,,32,Azevedo Jos\xe9 Bento Carvalho,5,US Postal Service,1:12:41 1:12:41,+72:03,\u25b227,4,2004
31,,9,6,+ 14:55:17,,34,Rubiera Jos\xe9 Luis,6,US Postal Service,1:12:43 1:12:43,+72:03,\u25b228,4,2004
30,,25,7,+ 14:55:20,,8,Gutierrez Jose Enrique,7,Phonak Hearing Systems,1:12:46 1:12:46,+72:23,\u25b21,4,2004
38,,4,8,+ 14:55:23,,46,Ekimov Viatcheslav,8,US Postal Service,1:12:49 1:12:49,+72:03,\u25b238,4,2004
33,,21,9,+ 14:55:29,,20,Hamilton Tyler,9,Phonak Hearing Systems,1:12:55 1:12:55,+72:23,\u25b211,4,2004
30,,23,10,+ 14:55:30,,22,Gonzalez Santos,10,Phonak Hearing Systems,1:12:56 1:12:56,+72:23,\u25b212,4,2004
29,,24,11,+ 14:55:34,,30,Grabsch Bert,11,Phonak Hearing Systems,1:13:00 1:13:00,+72:23,\u25b219,4,2004
32,,69,12,+ 14:55:36,,3,Voigt Jens,12,CSC ProTeam,1:13:02 1:13:02,+72:53,\u25bc9,4,2004
27,,29,13,+ 14:55:37,,35,Sevilla Oscar,13,Phonak Hearing Systems,1:13:03 1:13:03,+72:23,\u25b222,4,2004
33,,3,14,+ 14:55:40,,80,Beltran Manuel,14,US Postal Service,1:13:06 1:13:06,+72:03,\u25b266,4,2004
34,,19,15,+ 14:55:40,,7,Zabel Erik,15,T-Mobile Team,",, 1:13:06",+72:43,\u25bc8,4,2004
29,,78,16,+ 14:55:48,,37,Pradera Mikel,16,Illes Balears - Banesto,1:13:14 1:13:14,+72:33,\u25b221,4,2004
30,,11,17,+ 14:55:48,,18,Ullrich Jan,17,T-Mobile Team,",, 1:13:14",+72:43,\u25b21,4,2004
29,,17,18,+ 14:55:50,,23,Kl\xf6den Andr\xe9as,18,T-Mobile Team,1:13:16 1:13:16,+72:43,\u25b25,4,2004
32,,64,19,+ 14:55:53,,11,Julich Bobby,19,CSC ProTeam,1:13:19 1:13:19,+72:53,\u25bc8,4,2004
28,,71,20,+ 14:55:54,,52,Mancebo Francisco,20,Illes Balears - Banesto,1:13:20 1:13:20,+72:33,\u25b232,4,2004
29,,62,21,+ 14:55:57,,17,Arvesen Kurt-Asle,21,CSC ProTeam,1:13:23 1:13:23,+72:53,\u25bc4,4,2004
30,,151,22,+ 14:56:01,,9,Leipheimer Levi,22,Rabobank ProTeam,1:13:27 1:13:27,+73:03,\u25bc13,4,2004
31,,18,23,+ 14:56:04,,51,Nardello Daniele,23,T-Mobile Team,1:13:30 1:13:30,+72:43,\u25b228,4,2004
25,,16,24,+ 14:56:07,,55,Kessler Matthias,24,T-Mobile Team,1:13:33 1:13:33,+72:43,\u25b231,4,2004
29,,153,25,+ 14:56:07,,16,de Groot Bram,25,Rabobank ProTeam,",, 1:13:33",+73:03,\u25bc9,4,2004
34,,63,26,+ 14:56:10,,41,Bartoli Michele,26,CSC ProTeam,1:13:36 1:13:36,+72:53,\u25b215,4,2004
26,,61,27,+ 14:56:10,,42,Basso Ivan,27,CSC ProTeam,",, 1:13:36",+72:53,\u25b215,4,2004
32,,152,28,+ 14:56:18,,38,Boogerd Michael,28,Rabobank ProTeam,1:13:44 1:13:44,+73:03,\u25b210,4,2004
28,,157,29,+ 14:56:20,,40,Niermann Grischa,29,Rabobank ProTeam,1:13:46 1:13:46,+73:03,\u25b211,4,2004
30,,114,30,+ 14:56:22,,27,Gonzalez De Galdeano Igor,30,Liberty Seguros,1:13:48 1:13:48,+73:13,\u25bc3,4,2004
29,,115,31,+ 14:56:26,,33,Hruska Jan,31,Liberty Seguros,1:13:52 1:13:52,+73:13,\u25b22,4,2004
30,,156,32,+ 14:56:30,,64,Lotz Marc,32,Rabobank ProTeam,1:13:56 1:13:56,+73:03,\u25b232,4,2004
32,,112,33,+ 14:56:33,,49,Baranowski Dariusz,33,Liberty Seguros,1:13:59 1:13:59,+73:13,\u25b216,4,2004
30,,158,34,+ 14:56:35,,76,Rasmussen Michael,34,Rabobank ProTeam,1:14:01 1:14:01,+73:03,\u25b242,4,2004
30,,111,35,+ 14:56:38,,57,Heras Roberto,35,Liberty Seguros,1:14:04 1:14:04,+73:13,\u25b222,4,2004
26,,178,36,+ 14:56:53,,48,Petrov Evgeni,36,Saeco,1:14:19 1:14:19,+73:33,\u25b212,4,2004
29,,67,37,+ 14:56:55,,15,Sastre Carlos,37,CSC ProTeam,1:14:21 1:14:21,+73:52,\u25bc22,4,2004
23,,103,38,+ 14:56:55,,13,Boonen Tom,38,Quickstep - Davitamon,",, 1:14:21",+73:53,\u25bc25,4,2004
27,,147,39,+ 14:56:59,,4,Nazon Jean-Patrick,39,AG2R Pr\xe9voyance,1:14:25 1:14:25,+74:13,\u25bc35,4,2004
32,,133,40,+ 14:57:03,,50,Bertolini Alessandro,40,Alessio - Bianchi,1:14:29 1:14:29,+73:43,\u25b210,4,2004
28,,134,41,+ 14:57:08,,60,Caucchioli Pietro,41,Alessio - Bianchi,1:14:34 1:14:34,+73:43,\u25b219,4,2004
35,,138,42,+ 14:57:12,,69,Noe Andrea,42,Alessio - Bianchi,1:14:38 1:14:38,+73:43,\u25b227,4,2004
35,,105,43,+ 14:57:14,,53,Dufaux Laurent,43,Quickstep - Davitamon,1:14:40 1:14:40,+73:53,\u25b210,4,2004
29,,68,44,+ 14:57:16,,54,S\xf8rensen Nicki,44,CSC ProTeam,1:14:42 1:14:42,+73:54,\u25b210,4,2004
23,,43,45,+ 14:57:18,,2,Cancellara Fabian,45,Fassa Bortolo,1:14:44 1:14:44,+74:43,\u25bc43,4,2004
31,,73,46,+ 14:57:19,,88,Garcia Jose Vicente,46,Illes Balears - Banesto,1:14:45 1:14:45,+73:20,\u25b242,4,2004
34,,145,47,+ 14:57:20,,21,Kirsipuu Jaan,47,AG2R Pr\xe9voyance,1:14:46 1:14:46,+74:13,\u25bc26,4,2004
32,,181,48,+ 14:57:22,,1,McEwen Robbie,48,Lotto - Domo,1:14:48 1:14:48,+74:48,\u25bc47,4,2004
23,,149,49,+ 14:57:23,,28,Scanlon Mark,49,AG2R Pr\xe9voyance,1:14:49 1:14:49,+74:13,\u25bc21,4,2004
36,,141,50,+ 14:57:23,,29,Brochard Laurent,50,AG2R Pr\xe9voyance,",, 1:14:49",+74:13,\u25bc21,4,2004
24,,142,51,+ 14:57:32,,44,Astarloza Mikel,51,AG2R Pr\xe9voyance,1:14:58 1:14:58,+74:13,\u25bc7,4,2004
34,,101,52,+ 14:57:32,,82,Virenque Richard,52,Quickstep - Davitamon,",, 1:14:58",+73:53,\u25b230,4,2004
24,,126,53,+ 14:57:32,,26,Pineau J\xe9rome,53,Brioches La Boulang\xe8re,",, 1:14:58",+74:23,\u25bc27,4,2004
30,,83,54,+ 14:57:34,,6,Hondo Danilo,54,Gerolsteiner,1:15:00 1:15:00,+74:38,\u25bc48,4,2004
25,,121,55,+ 14:57:38,,36,Chavanel Sylvain,55,Brioches La Boulang\xe8re,1:15:04 1:15:04,+74:23,\u25bc19,4,2004
24,,196,56,+ 14:57:40,,24,Scarponi Michele,56,Domina Vacanze,1:15:06 1:15:06,+74:33,\u25bc32,4,2004
34,,144,57,+ 14:57:42,,67,Goubert Stephane,57,AG2R Pr\xe9voyance,1:15:08 1:15:08,+74:13,\u25b210,4,2004
33,,128,58,+ 14:57:43,,47,Rous Didier,58,Brioches La Boulang\xe8re,1:15:09 1:15:09,+74:23,\u25bc11,4,2004
29,,45,59,+ 14:57:52,,25,Gonzalez Jimenez Aitor,59,Fassa Bortolo,1:15:18 1:15:18,+74:43,\u25bc34,4,2004
25,,129,60,+ 14:57:53,,70,Voeckler Thomas,60,Brioches La Boulang\xe8re,1:15:19 1:15:19,+74:23,\u25b210,4,2004
26,,44,61,+ 14:57:54,,31,Flecha Juan Antonio,61,Fassa Bortolo,1:15:20 1:15:20,+74:43,\u25bc30,4,2004
26,,116,62,+ 14:57:58,,62,Nozal Isidro,62,Liberty Seguros,1:15:24 1:15:24,+74:32,-,4,2004
30,,41,63,+ 14:57:59,,39,Petacchi Alessandro,63,Fassa Bortolo,1:15:25 1:15:25,+74:43,\u25bc24,4,2004
30,,48,64,+ 14:58:01,,43,Tosatto Matteo,64,Fassa Bortolo,1:15:27 1:15:27,+74:43,\u25bc21,4,2004
30,,42,65,+ 14:58:02,,45,Bruseghin Marzio,65,Fassa Bortolo,1:15:28 1:15:28,+74:43,\u25bc20,4,2004
26,,82,66,+ 14:58:03,,59,Haselbacher Rene,66,Gerolsteiner,1:15:29 1:15:29,+74:38,\u25bc7,4,2004
33,,81,67,+ 14:58:07,,68,Totschnig Georg,67,Gerolsteiner,1:15:33 1:15:33,+74:38,\u25b21,4,2004
26,,46,68,+ 14:58:08,,58,Kirchen Kim,68,Fassa Bortolo,1:15:34 1:15:34,+74:43,\u25bc10,4,2004
33,,199,69,+ 14:58:09,,79,Valoti Paolo,69,Domina Vacanze,1:15:35 1:15:35,+74:33,\u25b210,4,2004
22,,47,70,+ 14:58:15,,75,Pozzato Filippo,70,Fassa Bortolo,1:15:41 1:15:41,+74:43,\u25b25,4,2004
32,,171,71,+ 14:58:15,,71,Simoni Gilberto,71,Saeco,",, 1:15:41",+74:45,-,4,2004
31,,185,72,+ 14:58:15,,65,Merckx Axel,72,Lotto - Domo,",, 1:15:41",+74:48,\u25bc7,4,2004
27,,182,73,+ 14:58:21,,78,Brandt Christophe,73,Lotto - Domo,1:15:47 1:15:47,+74:48,\u25b25,4,2004
25,,205,74,+ 14:58:28,,72,Calzati Sylvain,74,R.a.g.t Semence - Mg Rover,1:15:54 1:15:54,+74:58,\u25bc2,4,2004
34,,204,75,+ 14:58:30,,73,Bouvard Gilles,75,R.a.g.t Semence - Mg Rover,1:15:56 1:15:56,+74:58,\u25bc2,4,2004
34,,189,76,+ 14:58:32,,84,Vierhouten Aart,76,Lotto - Domo,1:15:58 1:15:58,+74:48,\u25b28,4,2004
35,,167,77,+ 14:58:35,,74,Mengin Christophe,77,Fdjeux.com,1:16:01 1:16:01,+75:03,\u25bc3,4,2004
34,,168,78,+ 14:58:40,,81,Robin Jean-Cyril,78,Fdjeux.com,1:16:06 1:16:06,+75:03,\u25b23,4,2004
35,,99,79,+ 14:58:42,,85,Farazijn Peter,79,Cofidis,1:16:08 1:16:08,+74:53,\u25b26,4,2004
26,,27,80,+ 14:58:46,,10,Pereiro Oscar,80,Phonak Hearing Systems,1:16:12 1:16:12,+75:47,\u25bc70,4,2004
33,,8,81,+ 14:59:09,,117,Padrnos Pavel,81,US Postal Service,1:16:35 1:16:35,+72:03,\u25b236,4,2004
32,,187,82,+ 14:59:16,,90,Vansevenant Wim,82,Lotto - Domo,1:16:42 1:16:42,+74:48,\u25b28,4,2004
25,,74,83,+ 14:59:17,,93,Guti\xe9rrez Jos\xe9 Iv\xe1n,83,Illes Balears - Banesto,1:16:43 1:16:43,+72:33,\u25b210,4,2004
32,,166,84,+ 14:59:18,,89,Guesdon Fr\xe9d\xe9ric,84,Fdjeux.com,1:16:44 1:16:44,+75:03,\u25b25,4,2004
26,,72,85,+ 14:59:29,,100,Becke Daniel,85,Illes Balears - Banesto,1:16:55 1:16:55,+72:33,\u25b215,4,2004
23,,75,86,+ 14:59:31,,102,Karpets Vladimir,86,Illes Balears - Banesto,1:16:57 1:16:57,+72:33,\u25b216,4,2004
26,,76,87,+ 14:59:39,,119,Menchov Denis,87,Illes Balears - Banesto,1:17:05 1:17:05,+72:33,\u25b232,4,2004
35,,12,88,+ 14:59:45,,106,Aldag Rolf,88,T-Mobile Team,1:17:11 1:17:11,+72:43,\u25b218,4,2004
