Age,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,Time won/lost,UCI,\u25bc\u25b2,stage,year
25,116.0,+2:23,,12.0,van Genechten Jonas,116,Lotto Belisol Team,2:23 2:23,+2:13,,\u25bc104,2,2012
29,117.0,+2:42,,118.0,Benenati Cristian,117,Farnese Vini-Neri-Sottoli,2:42 2:42,+1:43,,\u25b21,2,2012
25,118.0,+2:48,,103.0,Jiao Pengda,118,Champion System Pro Cycling Team,2:48 2:48,+2:38,,\u25bc15,2,2012
24,119.0,+3:09,,121.0,Galimzyanov Denis,119,Team Katusha,3:09 3:09,+0:05,,\u25b22,2,2012
22,120.0,+3:56,,117.0,Debusschere Jens,120,Lotto Belisol Team,3:56 3:56,+3:02,,\u25bc3,2,2012
24,121.0,+4:08,,122.0,Nishizono Ryota,121,Team Bridgestone Anchor,4:08 4:08,+1:04,,\u25b21,2,2012
23,122.0,+4:55,,123.0,Huang Chin-lung,122,RTS Racing Team,4:55 4:55,+1:27,,\u25b21,2,2012
28,123.0,+5:31,,120.0,Xu Gang,123,Champion System Pro Cycling Team,5:31 5:31,+2:27,,\u25bc3,2,2012
26,124.0,+14:15,,126.0,Chang Wei Kei,124,RTS Racing Team,14:15 14:15,+1:27,,\u25b22,2,2012
33,125.0,+14:30,,125.0,Kudentsov Sergei,125,,14:30 14:30,+1:42,,-,2,2012
26,3.0,+0:08,30.0,,Cavendish Mark,1,Sky Procycling,3:23:48 3:23:48,,20.0,,3,2012
31,1.0,+0:00,18.0,,Boonen Tom,2,Omega Pharma - Quick-Step,",, ,,",,14.0,,3,2012
25,14.0,+0:21,12.0,,Kruopis Aidis,3,Orica GreenEDGE,",, ,,",,8.0,,3,2012
29,18.0,+0:25,7.0,,Renshaw Mark,4,Rabobank Cycling Team,",, ,,",,7.0,,3,2012
23,26.0,+0:33,4.0,,Degenkolb John,5,Argos - Shimano,",, ,,",,6.0,,3,2012
27,2.0,+0:06,3.0,,Farrar Tyler,6,Team Garmin - Barracuda,",, ,,",,5.0,,3,2012
22,9.0,+0:18,2.0,,Selig R\xfcdiger,7,Team Katusha,",, ,,",,4.0,,3,2012
31,25.0,+0:32,1.0,,Boucher David,8,FDJ - BigMat,",, ,,",,2.0,,3,2012
28,17.0,+0:23,,,Wagner Robert,9,RadioShack - Nissan,",, ,,",,,,3,2012
32,15.0,+0:21,,,Kuchynski Aliaksandr,10,Team Katusha,",, ,,",,,,3,2012
22,10.0,+0:19,,,Blythe Adam,11,BMC Racing Team,",, ,,",,,,3,2012
27,33.0,+1:12,,,Friedemann Matthias,12,Champion System Pro Cycling Team,",, ,,",,,,3,2012
30,80.0,+2:16,,,Sohrabi Mehdi,13,Lotto Belisol Team,",, ,,",,,,3,2012
30,8.0,+0:18,,,Eisel Bernhard,14,Sky Procycling,",, ,,",,,,3,2012
33,19.0,+0:25,,,Cooke Baden,15,Orica GreenEDGE,",, ,,",,,,3,2012
29,20.0,+0:25,,,Gilbert Philippe,16,BMC Racing Team,",, ,,",,,,3,2012
20,12.0,+0:19,,,van Keirsbulck Guillaume,17,Omega Pharma - Quick-Step,0:03 0:03,,,,3,2012
31,11.0,+0:19,,,Steegmans Gert,18,Omega Pharma - Quick-Step,",, 0:03",,,,3,2012
34,16.0,+0:21,,,Flecha Juan Antonio,19,Sky Procycling,",, 0:03",,,,3,2012
30,22.0,+0:26,,,Hansen Adam,20,Lotto Belisol Team,",, 0:03",,,,3,2012
32,24.0,+0:29,,,Willems Frederik,21,Lotto Belisol Team,",, 0:03",,,,3,2012
31,4.0,+0:12,,,Vansummeren Johan,22,Team Garmin - Barracuda,",, 0:03",,,,3,2012
26,7.0,+0:17,,,Ignatyev Mikhail,23,Team Katusha,",, 0:03",,,,3,2012
29,23.0,+0:29,,,Wynants Maarten,24,Rabobank Cycling Team,",, 0:03",,,,3,2012
23,21.0,+0:26,,,Gallopin Tony,25,RadioShack - Nissan,",, 0:03",,,,3,2012
34,6.0,+0:12,,,Hunter Robert,26,Team Garmin - Barracuda,",, 0:03",,,,3,2012
27,5.0,+0:12,,,Dekker Thomas,27,Team Garmin - Barracuda,",, 0:03",,,,3,2012
24,13.0,+0:19,,,Navardauskas Ramunas,28,Team Garmin - Barracuda,0:10 0:10,,,,3,2012
23,35.0,+1:29,,,Lemair Alexandre,29,Team Bridgestone Anchor,",, 0:10",,,,3,2012
34,27.0,+0:36,,,Tjallingii Maarten,30,Rabobank Cycling Team,",, 0:10",,,,3,2012
30,34.0,+1:21,,,Ojavee Mart,31,Champion System Pro Cycling Team,",, 0:10",,,,3,2012
27,28.0,+0:43,,,Veelers Tom,32,Argos - Shimano,",, 0:10",,,,3,2012
22,29.0,+0:49,,,Sinkeldam Ramon,33,Argos - Shimano,0:16 0:16,,,,3,2012
32,36.0,+1:38,,,Fischer Murilo Antonio,34,Team Garmin - Barracuda,0:19 0:19,,,,3,2012
27,32.0,+0:57,,,Langeveld Sebastian,35,Orica GreenEDGE,0:32 0:32,,,,3,2012
34,30.0,+0:57,,,Tuft Svein,36,Orica GreenEDGE,",, 0:32",,,,3,2012
30,31.0,+0:57,,,Cancellara Fabian,37,RadioShack - Nissan,0:34 0:34,,,,3,2012
25,95.0,+3:03,,,Maes Nikolas,38,Omega Pharma - Quick-Step,0:39 0:39,,,,3,2012
32,99.0,+3:30,,,Rast Gregory,39,RadioShack - Nissan,1:21 1:21,,,,3,2012
29,105.0,+4:17,,,Benenati Cristian,40,Farnese Vini-Neri-Sottoli,1:29 1:29,,,,3,2012
25,84.0,+2:32,,,De Negri Pier Paolo,41,Farnese Vini-Neri-Sottoli,",, 1:29",,,,3,2012
39,79.0,+2:12,,,McEwen Robbie,42,Orica GreenEDGE,",, 1:29",,,,3,2012
26,66.0,+2:01,,,Delage Micka\xebl,43,FDJ - BigMat,",, 1:29",,,,3,2012
24,41.0,+1:47,,,Smukulis Gatis,44,Team Katusha,",, 1:29",,,,3,2012
33,93.0,+2:56,,,Hulsmans Kevin,45,Farnese Vini-Neri-Sottoli,",, 1:29",,,,3,2012
31,94.0,+2:58,,,Davis Allan,46,Orica GreenEDGE,",, 1:29",,,,3,2012
29,65.0,+2:01,,,Rollin Dominique,47,FDJ - BigMat,",, 1:29",,,,3,2012
25,104.0,+3:58,,,van Genechten Jonas,48,Lotto Belisol Team,",, 1:29",,,,3,2012
25,42.0,+1:47,,,Isaychev Vladimir,49,Team Katusha,",, 1:29",,,,3,2012
27,70.0,+2:01,,,Ladagnous Matthieu,50,FDJ - BigMat,",, 1:29",,,,3,2012
29,71.0,+2:02,,,de Kort Koen,51,Argos - Shimano,",, 1:29",,,,3,2012
23,64.0,+2:01,,,Soupe Geoffrey,52,FDJ - BigMat,",, 1:29",,,,3,2012
28,54.0,+1:54,,,Beppu Fumiyuki,53,Orica GreenEDGE,",, 1:29",,,,3,2012
30,91.0,+2:49,,,Shimizu Miyataka,54,Team Bridgestone Anchor,",, 1:29",,,,3,2012
28,85.0,+2:41,,,Kemps Aaron,55,Champion System Pro Cycling Team,",, 1:29",,,,3,2012
25,69.0,+2:01,,,Offredo Yoann,56,FDJ - BigMat,",, 1:29",,,,3,2012
35,68.0,+2:01,,,Rasch Gabriel,57,FDJ - BigMat,",, 1:29",,,,3,2012
35,60.0,+1:55,,,Henderson Gregory,58,Lotto Belisol Team,",, 1:29",,,,3,2012
26,50.0,+1:51,,,Bodnar Maciej,59,Liquigas - Cannondale,",, 1:29",,,,3,2012
32,74.0,+2:04,,,Curvers Roy,60,Argos - Shimano,",, 1:29",,,,3,2012
30,46.0,+1:47,,,Knees Christian,61,Sky Procycling,",, 1:29",,,,3,2012
31,88.0,+2:46,,,Longo Borghini Paolo,62,Liquigas - Cannondale,",, 1:29",,,,3,2012
30,81.0,+2:19,,,Da Dalto Mauro,63,Liquigas - Cannondale,",, 1:29",,,,3,2012
22,75.0,+2:09,,,Guardini Andrea,64,Farnese Vini-Neri-Sottoli,",, 1:29",,,,3,2012
26,87.0,+2:41,,,van Emden Jos,65,Rabobank Cycling Team,",, 1:29",,,,3,2012
27,49.0,+1:51,,,Marangoni Alan,66,Liquigas - Cannondale,",, 1:29",,,,3,2012
29,58.0,+1:55,,,Sieberg Marcel,67,Lotto Belisol Team,",, 1:29",,,,3,2012
20,67.0,+2:01,,,D\xe9mare Arnaud,68,FDJ - BigMat,",, 1:29",,,,3,2012
25,47.0,+1:51,,,Oss Daniel,69,Liquigas - Cannondale,",, 1:29",,,,3,2012
26,48.0,+1:51,,,Sabatini Fabio,70,Liquigas - Cannondale,",, 1:29",,,,3,2012
28,76.0,+2:09,,,Ascani Luca,71,Farnese Vini-Neri-Sottoli,",, 1:29",,,,3,2012
26,89.0,+2:46,,,Wyss Danilo,72,BMC Racing Team,",, 1:29",,,,3,2012
22,37.0,+1:45,,,Appollonio Davide,73,Sky Procycling,",, 1:29",,,,3,2012
22,43.0,+1:47,,,Sagan Peter,74,Liquigas - Cannondale,",, 1:29",,,,3,2012
26,55.0,+1:54,,,Kohler Martin,75,BMC Racing Team,",, 1:29",,,,3,2012
24,44.0,+1:47,,,Kristoff Alexander,76,Team Katusha,",, 1:29",,,,3,2012
30,77.0,+2:09,,,Pozzato Filippo,77,Farnese Vini-Neri-Sottoli,",, 1:29",,,,3,2012
23,52.0,+1:52,,,Nizzolo Giacomo,78,RadioShack - Nissan,",, 1:29",,,,3,2012
23,83.0,+2:30,,,Bertolini Thomas,79,Farnese Vini-Neri-Sottoli,",, 1:29",,,,3,2012
22,107.0,+5:31,,,Debusschere Jens,80,Lotto Belisol Team,",, 1:29",,,,3,2012
23,57.0,+1:54,,,Lodewyck Klaas,81,BMC Racing Team,",, 1:29",,,,3,2012
38,96.0,+3:12,,,McCann David,82,RTS Racing Team,",, 1:29",,,,3,2012
25,90.0,+2:46,,,Schar Michael,83,BMC Racing Team,",, 1:29",,,,3,2012
31,38.0,+1:45,,,Chicchi Francesco,84,Omega Pharma - Quick-Step,",, 1:29",,,,3,2012
24,106.0,+4:44,,,Galimzyanov Denis,85,Team Katusha,",, 1:29",,,,3,2012
26,92.0,+2:49,,,Lebas Thomas,86,Team Bridgestone Anchor,",, 1:29",,,,3,2012
26,73.0,+2:02,,,Timmer Albert,87,Argos - Shimano,",, 1:29",,,,3,2012
32,61.0,+1:55,,,Brown Graeme,88,Rabobank Cycling Team,",, 1:29",,,,3,2012
30,78.0,+2:09,,,Caccia Diego,89,Farnese Vini-Neri-Sottoli,",, 1:29",,,,3,2012
32,53.0,+1:52,,,Irizar Markel,90,RadioShack - Nissan,",, 1:29",,,,3,2012
31,51.0,+1:51,,,Vanotti Alessandro,91,Liquigas - Cannondale,",, 1:29",,,,3,2012
26,62.0,+1:55,,,Leezer Tom,92,Rabobank Cycling Team,",, 1:29",,,,3,2012
36,45.0,+1:47,,,Barry Michael,93,Sky Procycling,",, 1:29",,,,3,2012
32,59.0,+1:55,,,Bak Lars Ytting,94,Lotto Belisol Team,",, 1:29",,,,3,2012
26,82.0,+2:22,,,Bauer Jack,95,Team Garmin - Barracuda,",, 1:29",,,,3,2012
31,56.0,+1:54,,,Mouris Jens,96,Orica GreenEDGE,",, 1:29",,,,3,2012
31,86.0,+2:41,,,Gardeyn Gorik,97,Champion System Pro Cycling Team,",, 1:29",,,,3,2012
26,40.0,+1:45,,,Brammeier Matthew,98,Omega Pharma - Quick-Step,",, 1:29",,,,3,2012
20,39.0,+1:45,,,Haller Marco,99,Team Katusha,",, 1:29",,,,3,2012
27,103.0,+3:47,,,Vandenbergh Stijn,100,Omega Pharma - Quick-Step,",, 1:29",,,,3,2012
30,101.0,+3:31,,,Posthuma Joost,101,RadioShack - Nissan,",, 1:29",,,,3,2012
37,98.0,+3:25,,,Hunt Jeremy,102,Sky Procycling,",, 1:29",,,,3,2012
24,63.0,+1:58,,,Stannard Ian,103,Sky Procycling,",, 1:29",,,,3,2012
25,102.0,+3:37,,,Klemme Dominic,104,Argos - Shimano,",, 1:29",,,,3,2012
32,100.0,+3:31,,,Popovych Yaroslav,105,RadioShack - Nissan,",, 1:29",,,,3,2012
26,72.0,+2:02,,,Kluge Roger,106,Argos - Shimano,",, 1:29",,,,3,2012
20,97.0,+3:23,,,Rathe Jacob,107,Team Garmin - Barracuda,",, 1:29",,,,3,2012
28,113.0,+12:40,,,Crawford Jai,108,Genesys Wealth Advisers,10:57 10:57,,,,3,2012
23,121.0,+15:58,,,Huang Chin-lung,109,RTS Racing Team,",, 10:57",,,,3,2012
39,115.0,+12:40,,,Rodgers Lee,110,CCN Cycling Team,",, 10:57",,,,3,2012
26,111.0,+12:17,,,Sonnery Blaise,111,Team Bridgestone Anchor,",, 10:57",,,,3,2012
28,114.0,+12:40,,,Coutts Alex,112,RTS Racing Team,",, 10:57",,,,3,2012
21,109.0,+11:22,,,Phinney Taylor,113,BMC Racing Team,",, 10:57",,,,3,2012
24,110.0,+11:23,,,van Winden Dennis,114,Rabobank Cycling Team,",, 10:57",,,,3,2012
34,108.0,+11:22,,,Hushovd Thor,115,BMC Racing Team,",, 10:57",,,,3,2012
24,120.0,+15:11,,,Nishizono Ryota,116,Team Bridgestone Anchor,",, 10:57",,,,3,2012
25,118.0,+14:12,,,Sys Klaas,117,Team Bridgestone Anchor,12:15 12:15,,,,3,2012
26,123.0,+26:36,,,Chang Wei Kei,118,RTS Racing Team,",, 12:15",,,,3,2012
22,117.0,+14:06,,,Yoshida Hayato,119,Team Bridgestone Anchor,",, 12:15",,,,3,2012
30,116.0,+13:35,,,Inoue Kazuo,120,Team Bridgestone Anchor,",, 12:15",,,,3,2012
28,122.0,+17:52,,,Xu Gang,121,Champion System Pro Cycling Team,",, 12:15",,,,3,2012
25,119.0,+15:09,,,Jiao Pengda,122,Champion System Pro Cycling Team,",, 12:15",,,,3,2012
33,124.0,+26:51,,,Kudentsov Sergei,123,,",, 12:15",,,,3,2012
28,112.0,+12:31,,,Rabon Frantisek,124,Omega Pharma - Quick-Step,",, 12:15",,,,3,2012
24,,+ -6:47:49,,,Avery Clinton,DNS,Champion System Pro Cycling Team,-3:23:48 -3:23:48,,,,3,2012
31,1.0,+0:00,30.0,,Boonen Tom,1,Omega Pharma - Quick-Step,3:03:14 3:03:14,,20.0,,4,2012
27,6.0,+1:00,18.0,,Veelers Tom,2,Argos - Shimano,",, ,,",,14.0,,4,2012
30,7.0,+1:06,12.0,,Cancellara Fabian,3,RadioShack - Nissan,",, ,,",,8.0,,4,2012
34,3.0,+0:34,7.0,,Flecha Juan Antonio,4,Sky Procycling,",, ,,",,7.0,,4,2012
31,4.0,+0:36,4.0,,Steegmans Gert,5,Omega Pharma - Quick-Step,0:04 0:04,,6.0,,4,2012
25,46.0,+3:27,3.0,,Maes Nikolas,6,Omega Pharma - Quick-Step,0:11 0:11,,5.0,,4,2012
25,27.0,+2:28,2.0,,Offredo Yoann,7,FDJ - BigMat,0:14 0:14,,4.0,,4,2012
30,5.0,+0:45,1.0,,Eisel Bernhard,8,Sky Procycling,",, 0:14",,2.0,,4,2012
27,2.0,+0:31,,,Farrar Tyler,9,Team Garmin - Barracuda,",, 0:14",,,,4,2012
24,30.0,+2:47,,,Stannard Ian,10,Sky Procycling,0:36 0:36,,,,4,2012
24,8.0,+1:09,,,Navardauskas Ramunas,11,Team Garmin - Barracuda,0:37 0:37,,,,4,2012
25,9.0,+1:10,,,Kruopis Aidis,12,Orica GreenEDGE,",, 0:37",,,,4,2012
22,10.0,+1:14,,,Blythe Adam,13,BMC Racing Team,0:42 0:42,,,,4,2012
33,14.0,+1:20,,,Cooke Baden,14,Orica GreenEDGE,",, 0:42",,,,4,2012
20,39.0,+3:08,,,D\xe9mare Arnaud,15,FDJ - BigMat,0:54 0:54,,,,4,2012
35,38.0,+3:02,,,Henderson Gregory,16,Lotto Belisol Team,",, 0:54",,,,4,2012
27,23.0,+2:19,,,Friedemann Matthias,17,Champion System Pro Cycling Team,",, 0:54",,,,4,2012
23,17.0,+1:40,,,Degenkolb John,18,Argos - Shimano,",, 0:54",,,,4,2012
29,15.0,+1:32,,,Renshaw Mark,19,Rabobank Cycling Team,",, 0:54",,,,4,2012
31,12.0,+1:19,,,Vansummeren Johan,20,Team Garmin - Barracuda,",, 0:54",,,,4,2012
23,35.0,+2:59,,,Nizzolo Giacomo,21,RadioShack - Nissan,",, 0:54",,,,4,2012
31,31.0,+2:52,,,Chicchi Francesco,22,Omega Pharma - Quick-Step,",, 0:54",,,,4,2012
25,85.0,+5:05,,,van Genechten Jonas,23,Lotto Belisol Team,",, 0:54",,,,4,2012
27,13.0,+1:19,,,Dekker Thomas,24,Team Garmin - Barracuda,",, 0:54",,,,4,2012
25,34.0,+2:58,,,Oss Daniel,25,Liquigas - Cannondale,",, 0:54",,,,4,2012
30,43.0,+3:16,,,Pozzato Filippo,26,Farnese Vini-Neri-Sottoli,",, 0:54",,,,4,2012
29,37.0,+3:02,,,Sieberg Marcel,27,Lotto Belisol Team,",, 0:54",,,,4,2012
39,44.0,+3:19,,,McEwen Robbie,28,Orica GreenEDGE,",, 0:54",,,,4,2012
29,41.0,+3:09,,,de Kort Koen,29,Argos - Shimano,",, 0:54",,,,4,2012
26,62.0,+3:53,,,Wyss Danilo,30,BMC Racing Team,",, 0:54",,,,4,2012
26,11.0,+1:15,,,Cavendish Mark,31,Sky Procycling,",, 0:54",,,,4,2012
31,68.0,+4:05,,,Davis Allan,32,Orica GreenEDGE,",, 0:54",,,,4,2012
25,63.0,+3:53,,,Schar Michael,33,BMC Racing Team,",, 0:54",,,,4,2012
23,16.0,+1:33,,,Gallopin Tony,34,RadioShack - Nissan,",, 0:54",,,,4,2012
21,106.0,+12:29,,,Phinney Taylor,35,BMC Racing Team,",, 0:54",,,,4,2012
23,36.0,+3:01,,,Lodewyck Klaas,36,BMC Racing Team,",, 0:54",,,,4,2012
22,19.0,+2:02,,,Sinkeldam Ramon,37,Argos - Shimano,1:00 1:00,,,,4,2012
20,77.0,+4:36,,,Rathe Jacob,38,Team Garmin - Barracuda,",, 1:00",,,,4,2012
32,18.0,+1:45,,,Willems Frederik,39,Lotto Belisol Team,1:03 1:03,,,,4,2012
26,42.0,+3:11,,,Leezer Tom,40,Rabobank Cycling Team,",, 1:03",,,,4,2012
26,45.0,+3:20,,,Timmer Albert,41,Argos - Shimano,1:05 1:05,,,,4,2012
27,92.0,+5:44,,,Vandenbergh Stijn,42,Omega Pharma - Quick-Step,1:44 1:44,,,,4,2012
34,29.0,+2:34,,,Tjallingii Maarten,43,Rabobank Cycling Team,1:45 1:45,,,,4,2012
25,111.0,+16:10,,,Sys Klaas,44,Team Bridgestone Anchor,",, 1:45",,,,4,2012
30,70.0,+4:07,,,Caccia Diego,45,Farnese Vini-Neri-Sottoli,",, 1:45",,,,4,2012
20,22.0,+2:17,,,van Keirsbulck Guillaume,46,Omega Pharma - Quick-Step,",, 1:45",,,,4,2012
22,96.0,+7:29,,,Debusschere Jens,47,Lotto Belisol Team,",, 1:45",,,,4,2012
25,75.0,+4:30,,,De Negri Pier Paolo,48,Farnese Vini-Neri-Sottoli,",, 1:45",,,,4,2012
30,71.0,+4:14,,,Sohrabi Mehdi,49,Lotto Belisol Team,",, 1:45",,,,4,2012
26,79.0,+4:39,,,van Emden Jos,50,Rabobank Cycling Team,",, 1:45",,,,4,2012
28,59.0,+3:52,,,Beppu Fumiyuki,51,Orica GreenEDGE,",, 1:45",,,,4,2012
24,52.0,+3:45,,,Kristoff Alexander,52,Team Katusha,",, 1:45",,,,4,2012
31,28.0,+2:30,,,Boucher David,53,FDJ - BigMat,",, 1:45",,,,4,2012
24,109.0,+13:21,,,van Winden Dennis,54,Rabobank Cycling Team,",, 1:45",,,,4,2012
28,78.0,+4:39,,,Kemps Aaron,55,Champion System Pro Cycling Team,",, 1:45",,,,4,2012
23,65.0,+3:59,,,Soupe Geoffrey,56,FDJ - BigMat,",, 1:45",,,,4,2012
23,74.0,+4:28,,,Bertolini Thomas,57,Farnese Vini-Neri-Sottoli,",, 1:45",,,,4,2012
32,24.0,+2:19,,,Kuchynski Aliaksandr,58,Team Katusha,",, 1:45",,,,4,2012
26,20.0,+2:15,,,Ignatyev Mikhail,59,Team Katusha,",, 1:45",,,,4,2012
32,57.0,+3:50,,,Bak Lars Ytting,60,Lotto Belisol Team,",, 1:45",,,,4,2012
27,56.0,+3:49,,,Marangoni Alan,61,Liquigas - Cannondale,",, 1:45",,,,4,2012
32,48.0,+3:36,,,Fischer Murilo Antonio,62,Team Garmin - Barracuda,",, 1:45",,,,4,2012
26,72.0,+4:20,,,Bauer Jack,63,Team Garmin - Barracuda,",, 1:45",,,,4,2012
29,26.0,+2:27,,,Wynants Maarten,64,Rabobank Cycling Team,",, 1:45",,,,4,2012
24,93.0,+6:42,,,Galimzyanov Denis,65,Team Katusha,",, 1:45",,,,4,2012
22,21.0,+2:16,,,Selig R\xfcdiger,66,Team Katusha,",, 1:45",,,,4,2012
26,55.0,+3:49,,,Sabatini Fabio,67,Liquigas - Cannondale,",, 1:45",,,,4,2012
32,90.0,+5:28,,,Rast Gregory,68,RadioShack - Nissan,",, 1:45",,,,4,2012
34,108.0,+13:20,,,Hushovd Thor,69,BMC Racing Team,",, 1:45",,,,4,2012
26,51.0,+3:43,,,Brammeier Matthew,70,Omega Pharma - Quick-Step,",, 1:45",,,,4,2012
22,53.0,+3:45,,,Sagan Peter,71,Liquigas - Cannondale,",, 1:45",,,,4,2012
22,49.0,+3:43,,,Appollonio Davide,72,Sky Procycling,",, 1:45",,,,4,2012
32,58.0,+3:50,,,Irizar Markel,73,RadioShack - Nissan,",, 1:45",,,,4,2012
29,25.0,+2:23,,,Gilbert Philippe,74,BMC Racing Team,",, 1:45",,,,4,2012
31,80.0,+4:39,,,Gardeyn Gorik,75,Champion System Pro Cycling Team,",, 1:45",,,,4,2012
30,91.0,+5:29,,,Posthuma Joost,76,RadioShack - Nissan,",, 1:45",,,,4,2012
31,61.0,+3:52,,,Mouris Jens,77,Orica GreenEDGE,",, 1:45",,,,4,2012
26,60.0,+3:52,,,Kohler Martin,78,BMC Racing Team,",, 1:45",,,,4,2012
28,110.0,+14:38,,,Crawford Jai,79,Genesys Wealth Advisers,",, 1:45",,,,4,2012
35,66.0,+3:59,,,Rasch Gabriel,80,FDJ - BigMat,",, 1:45",,,,4,2012
27,67.0,+3:59,,,Ladagnous Matthieu,81,FDJ - BigMat,",, 1:45",,,,4,2012
27,33.0,+2:55,,,Langeveld Sebastian,82,Orica GreenEDGE,",, 1:45",,,,4,2012
22,69.0,+4:07,,,Guardini Andrea,83,Farnese Vini-Neri-Sottoli,",, 1:45",,,,4,2012
33,84.0,+4:54,,,Hulsmans Kevin,84,Farnese Vini-Neri-Sottoli,",, 1:45",,,,4,2012
26,82.0,+4:47,,,Lebas Thomas,85,Team Bridgestone Anchor,",, 1:45",,,,4,2012
34,32.0,+2:55,,,Tuft Svein,86,Orica GreenEDGE,",, 1:45",,,,4,2012
38,87.0,+5:10,,,McCann David,87,RTS Racing Team,",, 1:45",,,,4,2012
32,64.0,+3:53,,,Brown Graeme,88,Rabobank Cycling Team,",, 1:45",,,,4,2012
31,81.0,+4:44,,,Longo Borghini Paolo,89,Liquigas - Cannondale,",, 1:45",,,,4,2012
30,54.0,+3:45,,,Knees Christian,90,Sky Procycling,",, 1:45",,,,4,2012
37,89.0,+5:23,,,Hunt Jeremy,91,Sky Procycling,",, 1:45",,,,4,2012
26,73.0,+4:21,,,Kluge Roger,92,Argos - Shimano,1:56 1:56,,,,4,2012
30,76.0,+4:33,,,Da Dalto Mauro,93,Liquigas - Cannondale,2:01 2:01,,,,4,2012
29,40.0,+3:08,,,Rollin Dominique,94,FDJ - BigMat,0:54 0:54,,,,4,2012
26,83.0,+4:49,,,Delage Micka\xebl,95,FDJ - BigMat,2:35 2:35,,,,4,2012
34,47.0,+3:29,,,Hunter Robert,96,Team Garmin - Barracuda,3:05 3:05,,,,4,2012
32,88.0,+5:22,,,Curvers Roy,97,Argos - Shimano,",, 3:05",,,,4,2012
25,86.0,+5:05,,,Isaychev Vladimir,98,Team Katusha,",, 3:05",,,,4,2012
20,50.0,+3:43,,,Haller Marco,99,Team Katusha,1:45 1:45,,,,4,2012
28,94.0,+6:48,,,Ascani Luca,100,Farnese Vini-Neri-Sottoli,4:26 4:26,,,,4,2012
39,114.0,+19:28,,,Rodgers Lee,101,CCN Cycling Team,6:35 6:35,,,,4,2012
28,120.0,+24:43,,,Xu Gang,102,Champion System Pro Cycling Team,6:38 6:38,,,,4,2012
26,112.0,+19:08,,,Sonnery Blaise,103,Team Bridgestone Anchor,",, 6:38",,,,4,2012
25,118.0,+22:00,,,Jiao Pengda,104,Champion System Pro Cycling Team,",, 6:38",,,,4,2012
26,101.0,+8:42,,,Bodnar Maciej,105,Liquigas - Cannondale,",, 6:38",,,,4,2012
24,119.0,+22:02,,,Nishizono Ryota,106,Team Bridgestone Anchor,",, 6:38",,,,4,2012
30,97.0,+8:12,,,Ojavee Mart,107,Champion System Pro Cycling Team,",, 6:38",,,,4,2012
31,102.0,+8:42,,,Vanotti Alessandro,108,Liquigas - Cannondale,",, 6:38",,,,4,2012
24,100.0,+8:38,,,Smukulis Gatis,109,Team Katusha,",, 6:38",,,,4,2012
30,116.0,+20:26,,,Inoue Kazuo,110,Team Bridgestone Anchor,",, 6:38",,,,4,2012
28,115.0,+19:31,,,Coutts Alex,111,RTS Racing Team,",, 6:38",,,,4,2012
28,113.0,+19:22,,,Rabon Frantisek,112,Omega Pharma - Quick-Step,",, 6:38",,,,4,2012
30,95.0,+7:17,,,Hansen Adam,113,Lotto Belisol Team,",, 6:38",,,,4,2012
23,98.0,+8:20,,,Lemair Alexandre,114,Team Bridgestone Anchor,",, 6:38",,,,4,2012
30,103.0,+9:38,,,Shimizu Miyataka,115,Team Bridgestone Anchor,",, 6:38",,,,4,2012
22,117.0,+20:57,,,Yoshida Hayato,116,Team Bridgestone Anchor,",, 6:38",,,,4,2012
32,104.0,+11:37,,,Popovych Yaroslav,117,RadioShack - Nissan,7:53 7:53,,,,4,2012
29,107.0,+12:33,,,Benenati Cristian,118,Farnese Vini-Neri-Sottoli,",, 7:53",,,,4,2012
28,99.0,+8:29,,,Wagner Robert,119,RadioShack - Nissan,",, 7:53",,,,4,2012
25,105.0,+11:43,,,Klemme Dominic,120,Argos - Shimano,",, 7:53",,,,4,2012
23,121.0,+29:35,,,Huang Chin-lung,121,RTS Racing Team,13:24 13:24,,,,4,2012
26,122.0,+40:13,,,Chang Wei Kei,122,RTS Racing Team,",, 13:24",,,,4,2012
33,123.0,+40:28,,,Kudentsov Sergei,123,,",, 13:24",,,,4,2012
36,,+ -9:50:50,,,Barry Michael,DNF,Sky Procycling,-3:03:14 -3:03:14,,,,4,2012
26,7.0,+1:05,30.0,,Cavendish Mark,1,Sky Procycling,3:30:40 3:30:40,,20.0,,5,2012
25,29.0,+2:52,18.0,,Oss Daniel,2,Liquigas - Cannondale,",, ,,",,14.0,,5,2012
22,42.0,+3:41,12.0,,Sagan Peter,3,Liquigas - Cannondale,",, ,,",,8.0,,5,2012
23,16.0,+1:40,7.0,,Degenkolb John,4,Argos - Shimano,",, ,,",,7.0,,5,2012
22,20.0,+2:16,4.0,,Selig R\xfcdiger,5,Team Katusha,",, ,,",,6.0,,5,2012
31,60.0,+4:05,3.0,,Davis Allan,6,Orica GreenEDGE,",, ,,",,5.0,,5,2012
20,35.0,+3:08,2.0,,D\xe9mare Arnaud,7,FDJ - BigMat,",, ,,",,4.0,,5,2012
22,61.0,+4:07,1.0,,Guardini Andrea,8,Farnese Vini-Neri-Sottoli,",, ,,",,2.0,,5,2012
24,87.0,+6:42,,,Galimzyanov Denis,9,Team Katusha,",, ,,",,,,5,2012
